-1803 -2855 -2244; -77 -45 -45
5506 -2804 319; 8811 4533 9663
4197 -1488 2139; 11188 5657 8970
3618 -633 2625; 11989 6895 8083
3383 -108 2411; 10628 7861 6905
3403 623 857; 8535 8531 5827
2186 1431 -1379; 7141 9011 4889
1457 684 -1201; 6588 9250 3954
1521 482 -524; 5951 9372 3104
1628 763 -877; 5193 9450 2332
2201 1569 -961; 5175 9457 1630
3068 2298 -478; 6123 9394 865
3711 3492 -283; 8017 9281 -73
4946 4023 134; 10367 9130 -1207
6264 3226 -85; 12131 8723 -2628
6686 2734 -460; 12773 8028 -4069
6017 2440 -2937; 12779 7209 -5339
4806 1383 -4413; 13234 6135 -6480
3940 1376 -4606; 14301 4760 -7386
3803 1863 -4270; 15229 3191 -8053
4488 1796 -3166; 15688 1478 -8479
5107 1786 -1590; 15377 -287 -8580
5060 1168 -264; 14071 -1921 -8412
4428 -242 815; 11500 -3252 -8067
3266 -1165 2256; 7555 -4242 -7668
1977 -1375 3585; 2975 -4792 -7403
1378 -1406 4510; -456 -4903 -7335
1634 -2429 5040; -1327 -4763 -7370
1260 -5397 824; -178 -4561 -7355
2210 -3621 2410; 1823 -4532 -7160
3988 -3301 1954; 2581 -4705 -6900
4509 -2727 45; 2125 -4878 -6699
5175 -1567 -741; 2277 -5084 -6435
5945 -1579 -312; 3000 -5367 -6158
6331 -1538 486; 3602 -5726 -5871
7035 -1252 181; 3931 -6043 -5541
7892 -2004 -839; 4475 -6355 -5185
8752 -2558 -1453; 4820 -6772 -4740
9575 -2252 -2688; 4528 -7198 -4219
10402 -2182 -3351; 4207 -7588 -3738
10851 -2245 -3524; 4244 -7976 -3249
11222 -2167 -4307; 4624 -8325 -2673
11614 -2700 -5400; 5409 -8643 -2027
12296 -3762 -6105; 6537 -8946 -1260
13020 -4303 -6838; 7819 -9173 -302
14057 -4075 -7661; 9070 -9277 845
15593 -3918 -7712; 10488 -9225 2128
17333 -3639 -7404; 11713 -8974 3494
18698 -4689 -5741; 12702 -8432 4854
17786 -4244 -6281; 13798 -7487 6204
16701 -5163 -9353; 15072 -6257 7532
14550 -583 -6233; 17115 -4933 8966
11239 -138 -2536; 19803 -2994 9986
10311 -4267 1399; 21537 -489 10286
10188 -3648 5032; 20199 1989 10252
9370 -4206 6317; 16773 4156 9630
7772 -4467 5464; 13049 5794 8642
5448 -1728 3542; 10805 7017 7826
4175 -1146 3652; 11103 8029 6888
3422 -677 4734; 11988 8856 5636
2761 1317 2616; 11802 9601 4311
3113 519 916; 10859 10090 2862
3568 -141 934; 9041 10184 1511
4092 831 649; 6567 10170 482
4407 855 1318; 4634 10052 -320
4805 1019 1568; 3929 9875 -946
5162 949 1005; 4258 9755 -1516
5572 1055 632; 5063 9607 -2167
5890 1830 -392; 5866 9339 -2870
5988 2600 -1688; 7031 8966 -3657
6007 2709 -2302; 8819 8432 -4595
5998 3339 -2912; 10526 7634 -5586
5815 3274 -2274; 12094 6508 -6612
5370 3177 -2570; 13367 5221 -7620
4985 2092 -4810; 14628 3814 -8476
4663 1454 -4821; 16015 2034 -8995
4801 1299 -3932; 16986 4 -9117
5239 85 -3239; 17285 -1994 -8901
5362 -216 -2224; 16641 -3858 -8254
5377 -125 -984; 14805 -5457 -7303
5162 -908 256; 11944 -6657 -6361
4344 -5199 3596; 8603 -7443 -5467
3395 1183 4087; 5671 -7809 -4363
2930 -2990 6870; 2141 -8115 -4282
3339 577 5432; 342 -7963 -4023
3747 1468 5395; 389 -7847 -3833
4194 -2924 6112; 881 -7854 -4056
4666 -942 4181; 838 -7690 -3848
5096 -403 1049; 521 -7642 -3608
6869 -571 592; 649 -7697 -3651
7641 388 -923; 852 -7662 -3535
7757 654 -742; 1373 -7785 -3321
8818 -1114 -1233; 1992 -7949 -3191
9916 -1421 -1933; 2362 -8069 -2952
10872 -1542 -1743; 2927 -8321 -2586
11999 -2298 -2397; 3604 -8558 -2187
13098 -2718 -3394; 3929 -8737 -1727
13676 -2268 -3131; 3841 -8995 -1198
13584 -1743 -3200; 3800 -9212 -658
13656 -2691 -4049; 4075 -9333 -153
13359 -2583 -4026; 4485 -9458 429
13028 -2884 -3790; 5384 -9492 1102
12820 -3728 -4190; 6655 -9379 1868
12927 -4134 -4198; 7856 -9173 2780
14160 -4746 -4417; 8661 -8823 3765
14824 -5156 -6553; 9043 -8306 4673
15075 -6670 -9191; 10780 -7644 5662
15177 -3726 -6761; 14124 -6866 7026
13402 -2503 -3131; 18333 -5392 8296
10610 -6880 -4204; 22965 -3056 9251
7593 -2527 -232; 26167 -262 10053
5647 -3456 2412; 27259 2753 9824
5409 -6148 4371; 25945 5531 8349
5669 -1268 4912; 22406 7590 6688
4897 1299 5100; 19035 8875 4743
4311 1711 6117; 16370 9467 2623
3146 5450 3730; 13829 9736 863
1708 6504 683; 12322 9715 -767
856 2852 118; 12054 9346 -2418
2223 1841 -1553; 11319 8771 -3796
3567 1385 -1778; 10146 8065 -4924
3809 1452 -423; 8550 7217 -5858
4069 1853 -11; 6060 6462 -6498
3757 1917 559; 3705 5866 -6915
3135 1869 1451; 2534 5430 -7184
2862 2648 433; 2488 5169 -7380
2689 3142 -341; 3554 4843 -7601
2997 3329 73; 5884 4284 -7883
3600 3256 -544; 8522 3505 -8216
4356 3004 -1577; 10409 2484 -8581
5222 2040 -1957; 11664 1212 -8840
5772 1338 -2142; 12449 -213 -8874
5759 512 -2655; 12879 -1643 -8684
5210 -459 -2955; 13291 -3051 -8260
4761 -695 -2635; 13710 -4406 -7557
4663 -935 -1611; 13859 -5665 -6629
4583 -1353 -643; 13308 -6727 -5564
4359 -1112 -470; 11838 -7520 -4443
4126 -348 -116; 9832 -8069 -3396
4056 406 1186; 7632 -8450 -2530
4054 1080 2295; 5254 -8669 -1899
4218 1640 2859; 2988 -8759 -1517
4687 1864 3332; 1479 -8785 -1334
4731 -1556 3306; 1322 -8745 -1232
5726 -1649 2043; 2554 -8645 -939
7721 -2365 1182; 2427 -8638 -619
7725 -1765 309; 2660 -8649 -264
8462 -1256 -158; 4487 -8588 318
8864 -465 1198; 6156 -8556 1074
9728 -2211 2270; 6800 -8482 1825
10629 -4531 1756; 6391 -8302 2586
11342 -4575 953; 5328 -8101 3447
12121 -4878 445; 4578 -7916 4211
12696 -5310 -380; 4441 -7694 4884
12862 -5277 -868; 4550 -7427 5599
13378 -5473 -694; 4993 -7100 6318
13850 -5889 -17; 5854 -6693 7037
14426 -6015 336; 6835 -6127 7781
15082 -6201 320; 8067 -5327 8536
15886 -7056 -53; 9662 -4298 9269
17159 -7421 931; 10885 -3042 9906
17491 -6607 1601; 11942 -1575 10369
17867 -8794 1069; 12999 114 10560
19316 -10322 1783; 13084 1800 10619
18041 -5768 743; 12308 3342 10642
15264 -5653 -560; 13121 4906 10067
9998 -3173 371; 16458 6578 9073
4226 -112 3924; 21504 8367 7577
4440 -2551 9454; 24733 9961 4912
7053 -43 7927; 21491 10778 1966
9161 4041 4453; 16052 10892 -409
8451 4974 4378; 14289 10446 -2451
7301 4839 2809; 13374 9711 -4293
5462 3137 -1137; 11144 8842 -5856
4469 521 -1408; 9956 7789 -7038
4039 -1736 -3877; 9920 6700 -7890
4256 -4136 -5611; 9923 5578 -8613
3603 -2983 -2088; 9494 4195 -9071
1957 -730 342; 7407 2917 -9264
1275 -934 -1381; 4682 2122 -9489
1664 513 -2786; 3363 1529 -9528
2844 3622 -1698; 4348 899 -9412
3719 5627 -1440; 7330 132 -9339
5406 4046 -2479; 11131 -926 -9271
6891 930 -2552; 14098 -2392 -9083
7516 -335 -1856; 15255 -4067 -8342
7001 -1037 -1185; 14758 -5560 -7285
6002 -2723 -527; 13742 -6756 -6143
5187 -4175 -120; 13431 -7628 -4822
4520 -3967 1561; 14176 -8242 -3318
3999 -3322 2190; 15403 -8622 -1608
4533 -2932 2465; 15708 -8672 138
4706 -1872 1285; 12941 -8006 3261
4536 -1338 1332; 10307 -7529 4373
4331 198 1450; 6993 -7122 5133
4117 2821 1492; 3601 -6844 5573
4161 4981 2228; 944 -6770 5673
4406 6052 2869; -40 -6772 5569
4756 5269 3537; 506 -6716 5437
4890 3624 4207; 1377 -6597 5363
5185 328 5500; 1532 -6421 5374
5638 930 2474; 1625 -6192 5477
6795 813 1480; 2269 -5985 5613
6841 -398 1441; 3201 -5793 5785
7520 -69 1040; 4188 -5479 6125
8226 -1257 896; 4942 -5068 6516
9263 -2839 1228; 5313 -4661 6907
10547 -2880 1715; 5430 -4205 7365
11230 -2700 2103; 5349 -3702 7806
11300 -2101 2195; 5254 -3159 8189
10827 -2356 2375; 5346 -2566 8537
10604 -3124 2732; 5588 -1915 8834
10684 -3921 3346; 6373 -1187 9089
11015 -4775 3843; 7811 -266 9308
11998 -5454 4441; 9346 862 9414
13082 -5691 5211; 10771 2124 9356
14461 -6141 6417; 12076 3466 9046
15273 -6462 8820; 13399 4887 8501
16290 -5776 9606; 14388 6469 7782
13923 -5493 5168; 14616 7925 6684
9562 -5027 5185; 16741 9047 5125
7168 -1209 7755; 20997 9964 3155
6341 2244 9949; 23351 10378 592
5703 1976 10990; 21719 9948 -2238
7205 4195 7708; 16958 9075 -4587
8864 6553 4937; 14018 8077 -6202
8872 6960 3357; 14723 6800 -7466
8370 4252 717; 14937 5272 -8687
5659 93 -1517; 13464 3558 -9515
3828 -3558 -803; 12814 1854 -9874
3532 -4241 201; 13772 214 -9882
2012 -2400 375; 12963 -1424 -9516
862 -1578 406; 9491 -2825 -9105
1293 -827 161; 6135 -3795 -8729
2181 105 -927; 4906 -4380 -8316
3228 787 -2048; 4892 -4875 -7936
3883 2150 -2506; 5362 -5393 -7503
4381 2730 -2659; 6873 -5908 -6914
4909 1086 -2222; 8884 -6544 -6262
5068 -1582 -471; 10279 -7300 -5464
5708 -2783 -600; 10917 -7877 -4342
5877 -2900 -1112; 11670 -8246 -3049
5281 -3071 378; 13459 -8554 -1619
4050 -3731 2178; 15800 -8609 39
2940 -4820 2956; 17298 -8271 1850
2672 -4431 3268; 17341 -7590 3683
2770 -3524 2654; 16150 -6632 5293
2941 -3147 1586; 14201 -5545 6493
2858 -2514 978; 11995 -4509 7364
2745 -1391 148; 9740 -3585 7976
2718 56 -587; 7259 -2849 8341
2801 1936 -1281; 4563 -2378 8532
2598 3880 -2147; 2322 -2138 8586
2577 5487 -2365; 1199 -2084 8548
2777 5308 -1186; 1305 -2072 8470
2900 3463 2018; 1792 -1978 8365
4061 538 1891; 1911 -1766 8325
6743 -402 146; 1747 -1551 8391
7498 -486 104; 1386 -1434 8463
8485 -2014 211; 1975 -1204 8607
9799 -1146 -1144; 2958 -802 8840
10664 -883 -1473; 3978 -416 9076
12090 -1713 2382; 6073 39 9247
13232 -1287 4607; 8078 960 9495
13620 -1288 4307; 8084 2169 9629
13219 -2177 5018; 6623 3157 9590
13420 -2345 5827; 5888 4072 9547
14185 -1617 6964; 6850 5096 9435
15306 -1094 9573; 8917 6222 9063
16598 -1269 10637; 10980 7564 8336
18904 -302 10675; 12444 8977 7232
20157 286 11548; 13744 10174 5738
21183 -1117 13583; 15329 11124 3878
19986 -3133 11972; 14944 11868 1833
17607 -3569 5937; 14227 12247 -348
15149 69 5371; 17455 12028 -2537
12839 3745 5351; 20559 11026 -4844
11799 4790 7336; 19696 9136 -7334
12461 5850 5073; 15840 7085 -9244
12656 6288 2292; 14190 5309 -10298
11632 5122 3100; 15317 3178 -10905
10880 1755 1364; 14008 965 -11267
10017 1362 -1645; 11132 -816 -11145
8496 1434 -1901; 9768 -2333 -10583
7808 -4640 1639; 10057 -3811 -10129
5493 -12131 3380; 10556 -5106 -9548
3401 -11163 2561; 11671 -6085 -8350
-158 -4202 2044; 11011 -7022 -6797
-434 -535 -219; 7101 -7793 -5721
2666 -102 -2766; 4971 -8150 -5197
4006 -34 -2405; 6739 -8414 -4412
4654 -1830 -2540; 9112 -8728 -3451
5045 -3999 -2644; 10229 -8972 -2356
4995 -3438 -2012; 10748 -9130 -965
4274 -2133 -856; 10867 -9148 456
3455 -1725 146; 10367 -8982 1727
3387 -1467 1081; 9905 -8643 2867
4004 -1316 2070; 10498 -8133 3989
4351 -1552 2823; 11889 -7399 5128
4397 -2534 2061; 13402 -6396 6258
4609 -3960 935; 14372 -5183 7339
5819 -3435 -513; 13941 -3855 8254
6321 -1727 -1934; 12172 -2570 8927
5274 -429 -1772; 9505 -1502 9282
4212 -567 -2010; 6610 -730 9393
5308 755 -2385; 3757 -243 9454
6337 2052 -836; 2135 -22 9501
6474 2472 -433; 2274 200 9495
6981 3084 -285; 3180 602 9501
7153 3734 -438; 4190 1082 9514
7572 2646 -305; 5056 1655 9421
8122 1659 152; 5508 2347 9279
9120 2065 857; 5440 3106 9183
10300 1826 3123; 5105 3808 9021
11388 1174 5307; 4981 4518 8793
12238 842 6010; 4971 5335 8550
12843 201 6707; 4939 6152 8228
13639 123 7685; 5139 6960 7833
14470 971 8347; 5771 7811 7367
15005 1665 10080; 6885 8685 6730
16257 1721 12380; 8327 9597 5839
17988 2763 13056; 9466 10531 4700
19704 3731 13036; 10403 11366 3305
21114 3416 13029; 11693 11938 1619
23189 1771 13226; 13147 12151 -332
24752 1439 15700; 14258 11941 -2367
24011 3398 13493; 13491 11603 -4395
19487 551 7421; 13435 11029 -6498
16617 4523 6205; 17690 9637 -8329
14788 9469 2093; 21740 7412 -9942
12352 5755 2996; 19478 947 -12245
10891 859 -195; 16755 -1683 -12122
9604 416 -1218; 14349 -3946 -11312
9227 1975 -2352; 12203 -5829 -10207
9938 617 -2056; 10713 -7174 -9148
9735 -6067 4365; 11237 -8381 -8013
8794 -7748 8855; 12324 -9419 -6590
6359 -6203 6998; 12285 -9856 -4818
2849 -3462 5767; 10386 -10107 -3129
2994 -1751 3439; 7508 -10329 -1911
4378 -809 599; 6569 -10196 -1001
4837 -910 -608; 8221 -9955 6
5039 -2039 -726; 10129 -9765 1140
5356 -2644 863; 11189 -9500 2436
5628 -1469 2718; 11548 -9013 3842
5738 -953 3428; 11544 -8249 5067
5697 -260 3944; 11751 -7317 6120
5161 920 5023; 12854 -6229 7129
4421 1088 5475; 14388 -4860 8012
4492 709 4827; 15141 -3246 8676
4902 667 4232; 14650 -1576 9106
5089 251 3242; 13680 16 9246
4871 -326 2162; 12147 1423 9150
4704 -500 928; 9904 2561 8897
4119 270 -1194; 7198 3372 8597
3846 1779 -4233; 4773 3896 8333
3649 3426 -5854; 3411 4151 8113
3976 4012 -5798; 3278 4278 7880
4506 4144 -5305; 3737 4451 7612
4801 3892 -4784; 3966 4670 7306
5014 3993 -3287; 3710 4841 6995
5256 4077 -818; 3201 4999 6685
4846 2529 -1129; 3148 5189 6362
5452 1696 -1271; 3773 5441 6075
5500 2139 -344; 4132 5664 5788
5145 2003 129; 4188 5900 5407
5109 1357 1148; 4144 6198 5038
6016 1202 3045; 3853 6401 4697
7055 1143 3575; 3970 6640 4322
7443 949 3897; 4817 7014 3935
7780 1492 4877; 5443 7315 3487
7971 1497 5677; 5943 7627 2915
8247 1689 6136; 6782 7992 2283
8916 2661 7060; 7762 8275 1554
9856 3068 7606; 8698 8507 668
10614 3738 7777; 9592 8658 -352
11316 4554 8415; 10370 8609 -1439
11941 5368 9899; 10378 8374 -2583
12174 6685 9897; 10303 8113 -3732
12321 6366 8387; 11789 7787 -4910
11622 7865 7743; 14032 7044 -6099
11310 9713 6622; 15909 5877 -7280
10612 9722 4912; 17512 4382 -8391
9142 9691 3047; 18408 2493 -9176
7732 9145 1239; 18208 416 -9507
7269 8278 -610; 16986 -1621 -9433
7540 7086 -1597; 15709 -3477 -8989
7764 4897 -1903; 14987 -5071 -8230
7649 3097 -1673; 14209 -6433 -7218
7190 1870 -1149; 13350 -7518 -6013
6611 520 -1353; 12749 -8307 -4738
5643 -315 -1748; 11884 -8831 -3409
4947 -251 -468; 10462 -9148 -2123
4599 -211 2277; 9672 -9368 -971
4134 -158 3124; 9719 -9323 154
3065 -1121 2021; 9143 -9035 1218
1802 -723 2168; 7307 -8808 2134
1602 25 1418; 5276 -8572 2810
1832 364 -330; 4400 -8244 3270
2437 979 -285; 4889 -7962 3711
2935 1096 694; 6227 -7641 4228
3514 1154 1876; 7645 -7167 4820
3730 1652 3411; 8461 -6585 5467
3514 2298 4327; 8643 -5889 6054
2783 3372 4312; 8594 -5099 6553
1818 5040 4122; 8709 -4287 6970
1117 6051 4628; 9502 -3428 7272
818 6394 4624; 11074 -2410 7486
615 6305 4260; 12870 -1205 7624
674 5581 3931; 14196 101 7599
936 4561 3412; 14754 1442 7367
1105 3416 2798; 14813 2732 6926
1217 2476 2264; 14503 3896 6317
1219 1719 1823; 13584 4861 5578
1250 692 1003; 11980 5611 4760
1336 156 -97; 9802 6131 3996
1593 -73 -1509; 7339 6439 3360
1976 -33 -2820; 5068 6580 2875
2304 285 -3848; 3436 6618 2545
2597 637 -4385; 2619 6605 2304
2793 950 -4359; 2531 6561 2094
2954 992 -4118; 3019 6532 1865
3074 1051 -3695; 3711 6518 1590
3259 947 -3197; 4213 6499 1258
3364 883 -2734; 4352 6474 903
3512 618 -2321; 4109 6436 553
3637 242 -1827; 3556 6376 226
3786 1069 -881; 2894 6309 -28
4144 1098 87; 2444 6254 -251
4613 1310 565; 2302 6224 -472
5042 1923 1299; 2470 6204 -675
5558 1971 1460; 2941 6200 -932
6081 2187 1561; 3311 6190 -1210
6392 2056 1417; 3240 6156 -1513
6787 2063 1317; 2875 6109 -1819
6958 2580 1571; 2685 6054 -2073
7115 2864 2132; 2891 6000 -2339
7199 3230 2268; 3156 5952 -2633
7400 3530 2454; 3424 5880 -2950
7664 4162 2657; 4347 5646 -3649
7846 4754 2688; 4748 5461 -4048
7999 5375 2576; 5243 5239 -4457
8328 5914 2386; 5842 4955 -4893
8582 6453 2327; 6616 4593 -5343
8667 6719 2474; 7505 4128 -5811
8547 6855 2424; 8491 3557 -6278
8655 6827 2308; 9689 2875 -6715
8740 6672 1718; 10759 2058 -7085
8796 6503 1123; 11261 1116 -7356
8616 6662 780; 11384 95 -7486
8226 6972 32; 11308 -921 -7465
7403 7538 -835; 10807 -1900 -7320
6498 8366 -1415; 10257 -2826 -7059
5447 8610 -1792; 10195 -3679 -6717
4956 7946 -2850; 10948 -4485 -6286
4508 6303 -3069; 12705 -5290 -5665
3539 4480 -1937; 15114 -6133 -4728
2553 1934 -1268; 17297 -6879 -3440
1304 -1526 -1024; 18219 -7365 -1913
-516 -2825 -445; 17277 -7558 -220
-1231 -2271 204; 14600 -7470 1371
-448 -1575 398; 11033 -7213 2538
169 -661 158; 8368 -6866 3362
-38 -209 1455; 7607 -6498 4022
-128 -742 2588; 8076 -6075 4601
-355 -1853 1695; 8386 -5465 5168
-1004 -2324 620; 7463 -4860 5686
-1365 -2584 329; 5730 -4423 6076
-1162 -2437 -141; 4050 -4059 6322
-834 -1735 -438; 3027 -3766 6511
-341 -1104 118; 2825 -3563 6660
96 -743 248; 3188 -3299 6778
474 -199 587; 3816 -2958 6893
605 807 1695; 4544 -2597 7029
476 1469 2471; 5283 -2143 7134
241 1948 2400; 5877 -1578 7195
-169 2788 2273; 6263 -998 7240
-539 3524 1614; 6716 -383 7221
-612 4044 1259; 7535 279 7132
-267 4628 1354; 8853 1000 6991
282 4558 1501; 10491 1842 6740
645 4093 1708; 12025 2750 6344
863 3324 1717; 13150 3689 5793
1162 2556 1642; 13629 4563 5092
1567 1458 1498; 13438 5312 4250
1814 740 1386; 12868 5892 3362
2153 -353 838; 10445 6538 1631
2095 -749 500; 8743 6642 890
2054 -965 -19; 6865 6661 294
2037 -1321 -536; 4957 6613 -165
2058 -1741 -1163; 3220 6547 -473
2105 -1869 -2048; 1765 6486 -635
2123 -2144 -3071; 686 6411 -706
2017 -2055 -4076; 152 6339 -706
1817 -1903 -4332; 362 6256 -674
1878 -1783 -3892; 999 6156 -695
2081 -953 -3319; 1328 6062 -748
2216 2816 -1387; 1368 5968 -841
2851 1160 850; 1942 5888 -1094
3818 2980 606; 1210 5852 -1263
4681 3079 1020; 663 5871 -1413
5257 2834 871; 934 5903 -1604
6110 3042 1712; 1815 5944 -1835
6752 3523 3123; 2739 5981 -2155
7640 2958 3270; 2928 6042 -2558
8455 2801 1505; 2474 6115 -2879
9154 4445 1510; 1979 6059 -3077
9448 4640 2295; 1841 6011 -3413
9333 4801 2305; 2112 6060 -3807
9425 6040 2654; 2786 6036 -4121
9620 5701 2605; 3526 5959 -4560
9746 5664 2016; 4021 5830 -5067
10176 6538 1899; 4545 5592 -5502
