-1741 -86 -3648; -8 -63 -65
-2437 2441 -4999; -4017 -1869 -2161
-2144 2511 -4934; -3841 -1634 -1655
-2332 2653 -4203; -3792 -1461 -1119
-2689 2629 -4255; -3836 -1298 -597
-2416 2534 -4708; -3814 -1135 -64
-2182 2421 -4601; -3511 -1018 497
-2300 2133 -4602; -3007 -866 1057
-2264 1975 -3838; -2344 -707 1596
-2379 2117 -3051; -1739 -541 2119
-2189 2115 -2683; -1244 -302 2608
-1988 2203 -2136; -763 -23 3066
-1442 2006 -1493; -209 300 3494
-1231 1694 -1353; 278 698 3881
-1586 2009 -1107; 755 1128 4249
-1905 2177 -945; 1324 1596 4554
-2067 2594 -1139; 1728 2086 4794
-1747 2838 -1247; 2002 2564 4986
-1398 2930 -1991; 2095 3035 5113
-1088 2603 -2342; 2247 3463 5197
-1222 2463 -2336; 2494 3830 5254
-1273 2432 -2621; 2720 4169 5255
-1071 2544 -2946; 2775 4456 5216
-927 2748 -3810; 2686 4670 5152
-520 2608 -4545; 2695 4817 5059
-182 2406 -5070; 2925 4883 4943
160 2040 -4837; 3077 4877 4786
1269 1602 -4436; 3032 4832 4589
2861 1556 -4845; 2968 4757 4408
2572 2034 -5040; 2587 4546 4220
2304 2214 -5760; 1966 4238 4007
1850 1929 -6356; 1833 3897 3814
1026 1794 -5970; 2022 3437 3610
976 1249 -5820; 2310 2909 3312
1027 776 -5752; 2643 2387 2998
565 1555 -5012; 2968 1853 2758
17 1602 -4124; 3032 1273 2458
96 1604 -3855; 2850 689 2126
-38 2415 -3764; 2730 102 1870
-88 2723 -3866; 2674 -501 1588
432 2389 -4138; 2492 -1117 1279
649 2523 -4441; 2336 -1727 1039
826 2109 -4635; 2323 -2320 803
869 1863 -4981; 2460 -2900 574
1284 2227 -4886; 2759 -3464 417
1484 2643 -4491; 3101 -4002 274
1934 3270 -4395; 3295 -4494 153
2635 3782 -4164; 3253 -4956 69
3110 4220 -4144; 2853 -5385 -26
2941 4172 -4536; 2146 -5768 -154
2936 4461 -4288; 1404 -6121 -305
2813 4281 -3883; 668 -6437 -513
2876 4260 -3569; -46 -6686 -762
2935 4383 -3219; -633 -6859 -1024
2032 4160 -3108; -1320 -6949 -1342
1064 4041 -3682; -2061 -6975 -1691
1044 3580 -3756; -2531 -6958 -2049
760 2633 -3057; -2608 -6821 -2367
-360 2544 -2207; -2666 -6561 -2594
-1066 2807 -1395; -3172 -6285 -2818
-1435 3010 -993; -3956 -5928 -3095
-2085 4237 -1437; -4983 -5445 -3315
-2696 4241 -1678; -6299 -4938 -3590
-1513 3433 -3022; -7695 -4339 -3882
-1684 3821 -5292; -8556 -3604 -3956
-2904 849 -5112; -8457 -2970 -3929
-3247 -1161 -4904; -8227 -2360 -3712
-2741 -151 -6797; -7979 -1718 -3168
-2157 -124 -6062; -8117 -1313 -2641
-2035 2132 -7183; -8127 -967 -1986
-2897 1779 -6701; -7078 -737 -1261
-1850 1296 -6552; -5794 -673 -548
-745 934 -6251; -4547 -647 226
-1619 -83 -5849; -3056 -629 940
-2345 501 -4643; -1737 -623 1634
-2744 937 -3671; -603 -552 2224
-2139 1289 -2839; -26 -406 2749
-1867 2064 -1796; 279 -211 3275
-1603 1691 -1102; 439 83 3668
-1086 1417 -1034; 569 445 3991
-1421 2028 -472; 976 809 4327
-1618 2369 -251; 1787 1240 4575
-1356 2605 -365; 2448 1749 4726
-1434 3236 -645; 2716 2253 4847
-1450 3232 -1130; 2852 2748 4895
-1072 3044 -1611; 2936 3206 4869
-1471 2991 -1924; 3045 3610 4823
-1877 3069 -2417; 3233 3970 4736
-1758 3104 -2724; 3384 4269 4589
-1491 2490 -3227; 3646 4524 4405
-1006 1968 -3929; 4060 4753 4210
-1127 2368 -4859; 4588 4919 3979
-305 712 -3740; 5636 5037 3665
1660 -532 -2394; 5842 5133 3340
2034 735 -3487; 4219 5154 3085
966 1078 -5544; 2730 5020 2856
1723 1312 -5511; 2068 4772 2719
1935 703 -5469; 1975 4488 2618
2023 536 -5112; 1712 4070 2491
1791 500 -5473; 1625 3616 2364
1490 728 -5396; 1727 3151 2273
1670 467 -4578; 1885 2579 2161
1248 214 -4924; 1971 2036 2044
737 342 -5190; 2123 1499 1967
737 124 -4307; 2322 861 1884
888 255 -5246; 2394 267 1801
1148 448 -5636; 2469 -303 1757
1530 474 -5415; 2548 -953 1715
1954 389 -5804; 2629 -1563 1666
2144 481 -6173; 2736 -2136 1645
2137 763 -5874; 2939 -2740 1644
2067 1196 -5563; 3117 -3292 1640
2057 1818 -4919; 3239 -3803 1633
2244 2954 -4049; 3291 -4307 1630
3101 3874 -3760; 2928 -4746 1601
3691 4370 -4133; 2045 -5170 1490
4027 4863 -4486; 978 -5593 1331
3973 4844 -4575; -11 -5957 1103
3322 4415 -4446; -852 -6306 763
2779 4060 -4048; -1508 -6653 386
2489 4269 -4115; -1631 -6870 30
1775 3695 -3691; -1662 -7007 -363
1070 3792 -3039; -2103 -7123 -730
131 3767 -2585; -2608 -7132 -1067
-384 3289 -2547; -2937 -7028 -1428
-455 2804 -2012; -3487 -6891 -1796
-1462 3045 -2114; -4324 -6620 -2112
-2480 3626 -2741; -5401 -6183 -2405
-3668 3001 -1888; -6508 -5769 -2829
-3205 1888 -1592; -7637 -5303 -3301
-2603 2642 -2969; -8421 -4629 -3535
-2794 3648 -4678; -8847 -3910 -3666
-2714 3750 -5831; -9441 -3213 -3831
-2099 3578 -5637; -9824 -2537 -3840
-2579 3699 -5451; -9951 -1904 -3648
-2985 3154 -6107; -9827 -1311 -3401
-2611 2773 -7313; -9210 -836 -3044
-2859 2972 -8108; -8090 -530 -2530
-3086 1311 -8681; -6422 -337 -2010
-2640 776 -8161; -4799 -295 -1415
-2494 367 -6598; -3531 -364 -774
-2624 160 -6246; -2895 -400 -167
-2404 44 -5025; -2242 -443 480
-2166 -265 -3153; -1549 -482 1132
-1913 -377 -2438; -1132 -393 1743
-1935 -133 -1885; -744 -253 2351
-1448 -327 -1488; -93 -95 2945
-1466 -136 -1124; 731 155 3504
-1544 80 -198; 1478 474 4012
-1161 606 470; 1711 863 4440
-1021 848 492; 1446 1292 4783
-262 1013 533; 1104 1681 5083
-324 1492 -140; 898 2047 5341
-581 1796 -1161; 1113 2428 5520
-1455 2218 -1944; 1743 2784 5637
-1327 2465 -2388; 2751 3154 5687
-1425 2723 -2689; 3648 3558 5626
-1698 3508 -2655; 4264 3949 5481
-2153 3983 -2932; 4605 4318 5271
-911 3016 -2689; 4437 4608 4980
720 1650 -3480; 3567 4806 4688
1927 630 -4676; 2704 4892 4467
2512 409 -4933; 2740 4855 4308
1358 1883 -5923; 3274 4810 4157
644 3155 -6730; 3345 4715 3945
2024 2087 -5120; 3259 4425 3631
2841 1715 -5629; 2873 4107 3350
2840 2025 -6811; 2299 3765 3146
2056 1216 -5494; 2198 3265 2927
1389 1106 -5198; 2331 2750 2727
1069 1009 -5115; 2375 2234 2545
847 715 -4996; 2444 1655 2362
437 657 -5200; 2630 1107 2212
386 807 -5490; 2822 532 2053
1104 746 -4879; 2938 -106 1897
1653 1401 -5700; 3098 -697 1765
1965 1513 -5531; 3383 -1258 1641
1599 2038 -5136; 3708 -1848 1547
1682 2115 -5052; 3881 -2404 1469
1691 1874 -4923; 4066 -2917 1406
1629 2279 -5089; 4275 -3398 1395
1688 2463 -4791; 4283 -3844 1398
2280 2687 -4387; 3959 -4251 1396
2599 3283 -4038; 3289 -4630 1402
2824 3644 -4142; 2229 -4990 1340
2683 4003 -4524; 1097 -5312 1205
2650 4251 -4559; 409 -5595 1017
2275 4249 -4000; 143 -5867 766
1866 4361 -3850; 3 -6077 518
1512 4292 -3739; -158 -6227 292
1202 4008 -3584; -521 -6356 21
570 3557 -2823; -1225 -6416 -260
269 3754 -2976; -2320 -6403 -563
-714 4219 -3181; -3681 -6354 -951
-1066 3539 -3163; -4576 -6198 -1402
-1101 2846 -3181; -4684 -5958 -1796
-1243 1741 -2935; -4323 -5663 -2071
-1730 1426 -2888; -3910 -5258 -2207
-2565 957 -2648; -3864 -4805 -2286
-2725 678 -2387; -4543 -4398 -2363
-2226 1136 -3765; -5588 -3898 -2311
-1852 964 -5209; -6046 -3323 -2171
-2355 337 -5576; -5606 -2786 -1987
-2824 135 -5194; -4795 -2292 -1668
-2593 285 -5380; -4241 -1827 -1281
-2405 505 -5836; -3962 -1394 -888
-2490 1057 -5858; -3636 -1008 -432
-2075 1331 -5844; -3430 -638 30
-1946 1281 -6028; -3272 -257 464
-2202 1313 -5540; -2892 71 906
-2131 1140 -5106; -2177 403 1337
-2054 962 -4467; -1292 768 1751
-2105 656 -3634; -491 1142 2153
-1993 767 -3146; -26 1539 2528
-1401 887 -2617; -67 1945 2865
-1127 1041 -2850; -515 2348 3160
-1094 1124 -3159; -743 2712 3455
-821 1161 -3244; -362 3031 3738
-931 1228 -3361; 481 3364 3950
-895 1508 -3470; 1448 3719 4089
-948 2179 -3420; 2280 4064 4168
-1240 2634 -3361; 2829 4411 4148
-1342 2909 -3624; 2937 4755 4046
-1136 2904 -3628; 2871 5029 3906
-1009 2473 -3429; 3045 5242 3730
123 1594 -2887; 3331 5431 3527
579 1370 -2998; 3228 5570 3307
450 1073 -3675; 2961 5637 3080
900 702 -4096; 3140 5636 2870
845 957 -4040; 3413 5580 2668
1470 746 -3623; 2925 5463 2457
2171 1424 -4724; 1662 5251 2288
2244 1020 -5059; 774 4905 2161
2078 1035 -4985; 567 4491 2077
1487 1064 -5357; 691 4067 2000
1101 864 -4565; 874 3538 1881
714 720 -4381; 1028 2971 1749
601 753 -5107; 1043 2432 1624
171 687 -4477; 1132 1820 1507
-30 1148 -4519; 1210 1186 1396
-579 667 -4019; 1144 583 1269
-361 989 -4057; 1072 -52 1167
-372 1156 -4202; 1099 -688 1077
85 901 -4361; 1268 -1289 971
624 1155 -4563; 1536 -1894 892
735 956 -4766; 1746 -2477 837
817 565 -5237; 1910 -3027 791
932 608 -5164; 2127 -3589 774
1419 987 -5357; 2261 -4119 778
1559 1207 -5467; 2245 -4601 792
1783 1502 -5272; 2258 -5066 824
1854 1693 -5094; 2348 -5492 851
1957 2012 -4908; 2307 -5868 877
2327 2235 -5090; 1991 -6223 885
2731 2434 -5024; 1584 -6545 872
2569 2755 -5049; 1407 -6784 824
2499 2946 -4560; 1225 -7022 741
2218 3338 -4068; 754 -7242 638
1977 3468 -4058; 129 -7360 491
1675 3153 -3639; -525 -7445 267
352 2923 -2405; -1468 -7461 19
-884 2294 -2525; -2362 -7332 -273
-1631 1492 -2565; -2577 -7175 -599
-2150 1172 -2152; -3826 -6127 -1205
-2490 538 -1507; -5170 -5661 -1483
-2615 1038 -3153; -6316 -5042 -1710
-3038 1276 -4088; -6332 -4371 -1835
-3089 1034 -3834; -5781 -3750 -1879
-3031 216 -3524; -5338 -3048 -1761
-3232 878 -3440; -5217 -2367 -1500
-3316 1145 -3546; -5727 -1776 -1241
-2851 2201 -4607; -6827 -1181 -933
-2870 3172 -5391; -8015 -677 -550
-2565 3034 -6562; -8774 -292 -161
-2039 3006 -7110; -8605 18 303
-2238 2300 -6953; -7304 248 806
-3068 1475 -6594; -5475 445 1289
-3227 1082 -5335; -3627 592 1798
-3072 809 -3608; -2183 764 2280
-2780 1424 -2614; -1732 1025 2713
-2452 2208 -1906; -2116 1302 3092
-1938 2163 -1720; -2458 1566 3421
-1292 1936 -1440; -2173 1835 3748
-1262 1886 -1560; -1379 2133 4030
-1423 2177 -1874; -332 2469 4260
-1755 2559 -1973; 589 2796 4438
-1594 2433 -2446; 1100 3150 4532
-1654 2186 -2934; 1379 3504 4593
-1915 2046 -3262; 1872 3803 4630
-2390 2074 -3409; 2664 4075 4590
-2026 2040 -3723; 3533 4357 4478
-1030 2148 -3693; 4251 4633 4325
-766 2181 -4103; 4854 4906 4096
-1087 2307 -4195; 5617 5142 3799
-790 1467 -3524; 6612 5346 3426
34 418 -2831; 6612 5508 3005
783 -309 -2992; 5618 5607 2632
1308 29 -3206; 4191 5602 2358
834 -841 -3839; 3143 5481 2164
1776 -989 -4739; 2444 5284 2069
2327 -877 -6412; 2179 5035 2043
1936 -1177 -6997; 2712 4673 1957
1644 -972 -6408; 3392 4213 1889
1828 -331 -5490; 4008 3745 1813
1631 200 -4449; 3900 3229 1693
1375 763 -4336; 3086 2652 1614
1069 875 -4491; 2188 2046 1591
545 855 -4465; 1733 1430 1569
49 964 -3968; 1684 790 1556
-107 1194 -3715; 1652 167 1560
-237 1370 -3664; 1485 -434 1559
-183 1325 -3507; 1153 -1050 1561
185 1448 -4063; 823 -1623 1560
391 1423 -4087; 528 -2182 1551
644 1496 -4456; 140 -2756 1518
789 1652 -4832; -186 -3296 1459
1303 1794 -4626; -452 -3832 1366
1463 2055 -5054; -964 -4356 1234
1645 2387 -5305; -1398 -4842 1067
2010 2170 -5313; -1590 -5294 832
2065 2200 -5519; -1615 -5713 565
1988 2468 -5521; -1364 -6068 313
2080 2719 -5670; -1175 -6400 38
2390 2674 -5913; -1253 -6701 -247
2944 2589 -6338; -1326 -6926 -530
2911 2076 -5700; -1070 -7083 -808
1521 1137 -4624; -954 -7165 -1073
112 1567 -3811; -1646 -7138 -1308
-138 1619 -2686; -2069 -6996 -1594
-645 1653 -664; -1835 -6322 -2096
-882 1644 -212; -2098 -5838 -2275
-1090 1392 -275; -2465 -5231 -2426
-2124 698 93; -2871 -4550 -2538
-3000 -26 245; -3269 -3820 -2591
-3051 -754 -904; -3578 -2990 -2549
-3388 -1024 -1461; -3503 -2191 -2380
-3156 -715 -2155; -3169 -1439 -2130
-2795 -613 -3086; -2881 -733 -1850
-2337 -340 -3801; -2589 -164 -1527
-1829 -17 -4124; -2176 302 -1174
-1470 350 -4699; -1752 729 -847
-1444 643 -4734; -1374 1048 -549
-1608 798 -4329; -1090 1268 -266
-1616 908 -4299; -972 1469 -2
-1791 915 -4199; -1016 1618 232
-1841 1117 -4155; -1092 1716 454
-1953 1421 -4307; -1053 1796 659
-1848 1669 -4353; -989 1830 842
-1704 1740 -4417; -1043 1815 999
-1198 1986 -4433; -1117 1803 1120
-1142 1750 -4543; -740 1782 1217
-1310 2101 -4807; -233 1709 1302
-1608 1992 -5029; 164 1632 1337
-1599 1828 -5236; 502 1569 1345
-1614 1542 -5132; 964 1487 1361
-1790 1583 -4765; 1115 1395 1352
-1572 1680 -4762; 1030 1306 1322
-1437 1999 -4494; 1029 1205 1300
-1317 2139 -4182; 1056 1107 1258
-1251 2220 -3933; 987 1030 1197
-1207 2328 -3758; 825 952 1149
-1459 2421 -3927; 662 869 1091
-1459 2320 -4136; 538 789 1015
-1535 2181 -4045; 558 707 949
-1629 1842 -3698; 767 626 888
-1687 1548 -3364; 983 553 823
-1363 1432 -3235; 987 491 771
-1444 1556 -3255; 855 432 721
-1499 1623 -3270; 776 374 666
-1318 1725 -3360; 743 317 617
-1319 1893 -3400; 685 258 563
-1497 1972 -3400; 607 200 499
-1382 1812 -3385; 517 141 436
-1300 1722 -3440; 438 76 381
-1382 1497 -3550; 400 21 326
-1302 1303 -3617; 398 -35 276
-1293 1193 -3623; 381 -95 234
-1233 1303 -3653; 384 -152 198
-1325 1359 -3429; 477 -205 164
-1240 1420 -3290; 561 -249 133
-1496 1433 -3342; 554 -290 99
-1610 1504 -3400; 464 -329 64
-1488 1376 -3484; 388 -363 33
-1403 1392 -3657; 368 -395 2
-1559 1247 -3634; 389 -429 -22
-1446 1080 -3514; 398 -461 -41
-1484 943 -3581; 357 -487 -57
-1597 1002 -3491; 321 -510 -65
-1346 908 -3487; 293 -531 -71
-1463 1043 -3570; 266 -547 -79
-1433 1157 -3568; 280 -563 -86
-1315 1189 -3580; 360 -574 -90
-1257 1142 -3519; 418 -583 -98
-1433 1154 -3507; 378 -589 -103
-1442 1152 -3545; 292 -590 -108
-1422 1038 -3478; 258 -592 -111
-1416 945 -3473; 308 -586 -107
-1593 1091 -3546; 309 -579 -105
-1519 1012 -3574; 270 -567 -105
-1572 1015 -3559; 283 -553 -94
-1525 956 -3504; 283 -536 -88
-1313 877 -3409; 307 -516 -83
-1524 972 -3412; 324 -494 -69
-1672 922 -3368; 262 -470 -59
-1568 917 -3491; 172 -441 -49
-1714 896 -3586; 102 -416 -38
-1920 944 -3725; 61 -393 -31
-1696 921 -3830; 60 -368 -23
-1769 971 -3763; 123 -352 -10
-1550 1007 -3723; 209 -331 -1
-1381 1001 -3719; 241 -306 5
-1414 925 -3499; 306 -287 16
-1630 1075 -3521; 351 -264 26
-1618 903 -3608; 384 -234 30
-1706 786 -3677; 485 -210 38
-1947 822 -3885; 848 -188 49
-1731 898 -3737; 1234 -174 58
-1532 681 -3716; 998 -159 61
-1677 609 -3748; 647 -157 64
-1761 695 -3685; 559 -158 66
-1545 865 -3760; 593 -147 68
-1652 812 -3666; 566 -143 65
-1800 898 -3674; 465 -150 62
-1552 815 -3771; 416 -145 55
-1571 785 -3831; 442 -144 47
-1568 804 -3789; 442 -150 44
-1532 746 -3691; 385 -150 40
-1728 710 -3710; 348 -152 32
-1828 748 -3594; 387 -152 27
-1785 660 -3717; 412 -147 24
-1592 562 -3575; 439 -149 16
-1686 717 -3489; 454 -149 14
-1707 823 -3728; 341 -136 10
-1573 683 -3820; 164 -135 -4
-1752 739 -3783; 107 -143 -14
-1920 770 -3982; 230 -139 -17
-1792 661 -4131; 544 -133 -28
-2048 674 -4096; 1080 -134 -32
-2116 507 -3812; 1641 -126 -32
-1901 147 -3524; 1992 -126 -36
-1878 21 -3521; 2096 -126 -33
-1749 -84 -3642; 2119 -119 -27
-1613 -293 -3801; 2191 -116 -19
-1687 -473 -3942; 2417 -116 -10
-1905 -656 -3997; 2856 -121 4
-1966 -1035 -4001; 3451 -132 24
-1517 -1410 -3750; 3649 -132 43
-1540 -954 -3411; 2973 -134 54
-1600 -325 -3383; 1973 -170 68
-1510 -330 -3460; 1410 -186 64
-1743 -721 -3561; 1392 -156 35
-1754 -678 -3291; 1442 -155 30
-1611 -774 -3117; 1313 -152 27
-1975 -927 -3157; 1123 -116 6
-2259 -1092 -3130; 1157 -95 -7
-1991 -930 -3239; 1363 -77 -11
-1957 -1124 -3417; 1617 -31 -24
-1985 -1320 -3295; 1903 -2 -40
-1859 -1478 -3348; 2206 18 -46
-1883 -1542 -3383; 2528 54 -55
-1886 -1459 -3159; 2767 78 -61
-1971 -1462 -3048; 2761 96 -73
-1812 -1486 -3249; 2377 119 -94
-2302 -1545 -3436; 1877 133 -114
-2001 -1439 -3018; 1809 140 -130
-1574 -1396 -2869; 1796 157 -148
-1573 -1679 -2657; 1665 175 -176
-1824 -1736 -2810; 1723 194 -197
-1672 -1801 -2860; 1805 216 -207
-1726 -1810 -2766; 1777 224 -225
-1712 -1893 -2687; 1695 228 -242
-1633 -2046 -2710; 1578 237 -250
-1828 -2287 -2803; 1439 239 -262
-1840 -2368 -2760; 1448 239 -271
-1676 -2302 -2741; 1668 243 -266
-1633 -2353 -2556; 1962 242 -264
-1648 -2582 -2543; 2158 238 -273
-1678 -2783 -2673; 2219 234 -274
-1696 -2850 -2646; 2230 222 -265
-1524 -2935 -2688; 2255 203 -257
-1550 -2789 -2775; 2282 186 -253
-1352 -2858 -2437; 2251 165 -243
-1692 -2956 -2185; 2096 140 -238
-1879 -3113 -2224; 1730 123 -236
-1657 -3224 -2220; 1185 102 -228
-1716 -3339 -2398; 657 77 -222
-1484 -3064 -2609; 263 63 -210
-1299 -2856 -2341; 44 48 -194
-1404 -2799 -2175; -49 30 -191
-1877 -2866 -2291; -159 25 -189
-1780 -3028 -2269; -305 15 -181
-1758 -3216 -2088; -421 1 -176
-1572 -3083 -2021; -437 -1 -163
-1549 -2818 -2169; -216 -4 -141
-1588 -2986 -2344; 240 -4 -125
-1819 -3368 -2283; 647 -1 -113
-1816 -3079 -2213; 794 -10 -90
-1283 -3123 -1943; 751 -28 -68
-1074 -2953 -1826; 742 -29 -54
-1556 -2793 -1755; 883 -28 -31
-1489 -2635 -2064; 1128 -23 -17
-1680 -2762 -1915; 1416 -18 -5
-1903 -3294 -1976; 1471 -28 10
-1506 -3908 -1985; 1275 -32 3
-1001 -3442 -1824; 979 -31 20
-725 -2921 -1501; 862 -40 51
-1023 -2836 -1422; 1096 -25 44
-1590 -2887 -1489; 1493 10 34
-2175 -2847 -1325; 1797 27 26
-2011 -3201 -1326; 1962 45 1
-1571 -3147 -1484; 1988 77 -18
-930 -3467 -1091; 1580 88 -30
-923 -3351 -1423; 699 93 -62
-723 -3338 -1946; 148 104 -82
-966 -3241 -2085; 178 113 -84
-959 -3151 -1912; 397 122 -98
-831 -3094 -1768; 388 122 -108
-1156 -3202 -1879; 9 108 -125
-1387 -3456 -1804; -323 88 -133
-1424 -2965 -2675; -19 71 -116
-1607 -3584 -3229; 1364 52 -115
-1071 -5569 -764; 3690 7 -125
-722 -4999 239; 3694 -10 -36
-1146 -3671 -370; 1483 -45 31
-1750 -3715 -1035; -465 -108 24
-1986 -4549 -1433; -1169 -134 58
-1701 -4936 -1354; -1785 -166 104
-1373 -4632 -1151; -2603 -239 121
-1035 -3883 -1237; -2526 -262 180
-937 -3313 -1220; -2087 -259 215
-1145 -3269 -810; -1411 -294 201
-1547 -2880 -1416; -566 -275 224
-1529 -3054 -1840; 113 -247 234
-1669 -3561 -1504; 379 -283 216
-1819 -3212 -1455; 144 -286 239
-1498 -3146 -1227; -469 -276 249
-1597 -3050 -887; -1059 -298 227
-1524 -2824 -1017; -1322 -277 234
-1556 -2898 -1342; -1210 -237 233
-1578 -3167 -1428; -772 -224 213
-1786 -3442 -1862; -231 -189 222
-1722 -3363 -2080; 156 -153 234
-1709 -3311 -1874; 177 -160 228
-1577 -2932 -1879; -88 -157 232
-1616 -2991 -1939; -290 -146 223
-1356 -3196 -1741; -234 -153 204
-1557 -2857 -1676; -34 -136 210
-1668 -2751 -1828; 102 -109 204
-1612 -3202 -1730; 50 -110 179
-1727 -2985 -1735; -117 -96 175
-1951 -2764 -1779; -319 -76 161
-1761 -2837 -1764; -476 -73 130
-1874 -2862 -1953; -446 -62 117
-1868 -2768 -2187; -285 -50 96
-1681 -3052 -2032; -49 -50 69
-1717 -2860 -2169; 62 -55 50
-1814 -3053 -2173; 18 -61 22
-1893 -2950 -2064; -21 -73 -4
-1666 -2875 -1700; 13 -82 -19
-1799 -2758 -1604; -37 -84 -43
-1700 -3047 -1540; -247 -89 -64
-1643 -3040 -1789; -411 -86 -73
-1684 -3245 -2093; -398 -77 -88
-1890 -3085 -2236; -317 -87 -93
-1721 -3156 -2270; -271 -93 -96
-1728 -3017 -2356; -303 -94 -106
-1812 -3014 -1775; -469 -108 -107
-1510 -3054 -1772; -805 -111 -109
-1654 -3181 -1824; -977 -93 -122
-2062 -3067 -1904; -875 -77 -122
-2048 -3034 -1903; -641 -57 -121
-1873 -3039 -2101; -319 -39 -121
-1516 -2862 -2115; -38 -22 -118
-1266 -2925 -2278; 204 5 -123
-1396 -3009 -2033; 156 4 -124
-1541 -2988 -1994; -181 -5 -118
-1660 -2942 -2155; -492 11 -120
-1789 -2964 -2021; -627 14 -114
-2137 -2910 -1971; -668 9 -103
-2163 -3103 -2153; -596 17 -90
-1753 -3024 -2205; -452 14 -68
-1514 -3078 -2210; -316 4 -45
-1571 -3111 -2411; -200 -2 -25
-1490 -3218 -2327; -124 -24 7
-1547 -3132 -2458; -85 -51 37
-1764 -3078 -2461; -111 -77 66
-1508 -2992 -2391; -231 -113 100
-1534 -2953 -2342; -328 -146 126
-1564 -2789 -2310; -332 -170 154
-1745 -2890 -2187; -314 -199 186
-1760 -3030 -2291; -348 -222 208
-2123 -2982 -2479; -301 -234 232
-2126 -2779 -2403; -110 -257 261
-2099 -2811 -2489; -21 -281 282
-2031 -2716 -2519; -38 -297 298
-2109 -2596 -2315; -12 -319 316
-1837 -2741 -2161; -46 -338 325
-2118 -2745 -2245; -156 -338 327
-2460 -2488 -2256; -207 -348 331
-2266 -2498 -2172; -173 -363 329
-2140 -2377 -2242; -125 -362 326
-2243 -2529 -2091; -91 -365 316
-2063 -2567 -2106; -86 -373 308
-1838 -2490 -2201; -104 -372 303
-1842 -2345 -2123; -114 -368 289
-1718 -2308 -2010; -94 -364 273
-1966 -2198 -2085; -98 -361 264
-2355 -2324 -2157; -189 -354 245
-2709 -2321 -2247; -341 -350 226
-2570 -2414 -2310; -510 -350 215
-2653 -2535 -2309; -605 -353 202
-2534 -2544 -2221; -633 -354 192
-2217 -2503 -2390; -596 -340 182
-2189 -2498 -2318; -408 -336 174
-2375 -2310 -2349; -213 -343 174
-2057 -2473 -2374; -136 -331 169
-1983 -2357 -2324; -217 -328 162
-1965 -2308 -2172; -341 -336 155
-1844 -2225 -2180; -418 -329 147
-1881 -2174 -2211; -484 -326 137
-1721 -2006 -2168; -538 -330 129
-1682 -1995 -2264; -542 -319 114
-1902 -2075 -2245; -464 -308 103
-2591 -2145 -2117; -392 -307 93
-2719 -2104 -2364; -337 -294 79
-2816 -2090 -2364; -271 -286 79
-2610 -2193 -2200; -240 -288 80
-2418 -2252 -2291; -282 -283 81
-1984 -2265 -2534; -373 -280 91
-2077 -2376 -2646; -465 -290 104
-2266 -2307 -3006; -542 -301 119
-2129 -2347 -2988; -582 -319 139
-2077 -2459 -2893; -570 -345 160
-2328 -2420 -2975; -524 -360 181
-2300 -2509 -2892; -462 -381 207
-2383 -2527 -2934; -401 -393 228
-2546 -2428 -2909; -428 -405 249
-2396 -2253 -2943; -622 -422 267
-2511 -2166 -3039; -830 -429 279
-2721 -2217 -2845; -937 -438 288
-2939 -2200 -2821; -958 -446 292
-2646 -2267 -2804; -913 -443 298
-2514 -2208 -2941; -813 -435 302
-2382 -2218 -3137; -651 -422 300
-2147 -2152 -3464; -538 -406 296
-2015 -2157 -3750; -600 -404 289
-2152 -2113 -4276; -865 -402 267
-1943 -2279 -4550; -1257 -400 226
-1888 -2265 -4620; -1560 -400 172
-1858 -2370 -4811; -1822 -388 92
-1689 -2339 -4599; -1846 -352 2
-2208 -2371 -4771; -1735 -273 -106
-2364 -2411 -4672; -1566 -168 -236
-2190 -2252 -4430; -1203 -31 -376
-1936 -2095 -4249; -950 179 -549
-2389 -1838 -3728; -873 430 -752
-2106 -1214 -3537; -1198 703 -974
-1829 -1219 -3481; -1615 1024 -1232
-1655 -1229 -3531; -1734 1415 -1475
-1809 -1499 -3464; -1542 1848 -1700
-1624 -1987 -3427; -1250 2298 -1926
-1515 -2413 -3289; -1017 2752 -2125
-1458 -2631 -3180; -783 3208 -2284
-1046 -2913 -3064; -541 3664 -2422
-476 -2959 -2852; -361 4087 -2535
51 -2954 -2804; -177 4494 -2631
492 -2673 -2850; 80 4887 -2695
-471 -2828 -3321; 274 5239 -2768
-812 -2769 -3430; 398 5510 -2824
133 -2870 -3162; 453 5728 -2839
364 -3156 -3031; 625 5909 -2858
435 -3094 -2692; 1063 6039 -2863
551 -2752 -2246; 1544 6086 -2848
993 -2876 -2142; 1643 6037 -2841
1757 -2664 -2160; 1423 5875 -2789
1939 -2288 -2292; 1231 5649 -2676
1520 -3527 -4192; 1284 5482 -2578
865 -3521 -4234; 1426 5174 -2418
-141 -3038 -3129; 1502 4681 -2140
-1123 -3550 -3897; 1438 4230 -1868
-1531 -4107 -3017; 1541 3714 -1568
-2067 -3363 -2484; 1715 3132 -1192
-2310 -3110 -2896; 1906 2613 -826
-3005 -2559 -2397; 2006 2053 -457
-3618 -2115 -1967; 2010 1474 -55
-3822 -2085 -2399; 1926 949 334
-3751 -1993 -2416; 1686 397 727
-3482 -2177 -3222; 1503 -148 1131
-2733 -2248 -3487; 1370 -682 1536
-2135 -2411 -3749; 1265 -1217 1928
-1799 -2403 -4182; 1295 -1708 2301
