-724 -3261 -2287; 39 -52 -93
-348 -3109 -2573; 16 50 -76
-290 -3033 -2621; 43 51 -72
-258 -3043 -2627; 23 47 -71
-215 -3111 -2681; -26 43 -72
-267 -3081 -2725; -45 40 -66
-296 -3162 -2675; -57 33 -64
-319 -3165 -2715; -48 24 -62
-318 -3142 -2692; -15 19 -54
-294 -3180 -2690; 23 12 -51
-277 -3116 -2662; 53 4 -44
-275 -3076 -2624; 84 0 -35
-319 -3152 -2596; 46 -7 -34
-305 -3095 -2624; 26 -12 -29
-341 -3025 -2529; 28 -18 -22
-264 -3078 -2581; -16 -20 -22
-253 -3076 -2613; -19 -26 -20
-244 -3036 -2595; 18 -35 -16
-228 -3107 -2734; 20 -38 -19
-220 -3089 -2743; 21 -45 -17
-283 -3102 -2704; 52 -54 -12
-299 -3162 -2705; 86 -57 -13
-335 -3116 -2580; 91 -67 -7
-339 -3136 -2572; 64 -70 -2
-327 -3138 -2577; 42 -71 -2
-301 -3044 -2502; 50 -76 1
-304 -2985 -2560; 50 -76 4
-313 -3024 -2637; 23 -77 1
-309 -3026 -2638; 5 -82 1
-318 -3056 -2728; 43 -82 -1
-342 -3099 -2690; 50 -89 -4
-334 -3095 -2681; 48 -93 -6
-327 -3074 -2658; 54 -95 -7
-335 -3063 -2554; 62 -97 -9
-319 -3007 -2537; 62 -95 -9
-310 -3020 -2531; 52 -92 -13
-325 -3036 -2529; 50 -90 -17
-319 -3062 -2607; 44 -86 -19
-341 -3092 -2580; 39 -84 -21
-367 -3124 -2660; 19 -80 -23
-392 -3134 -2581; 16 -79 -24
-395 -3064 -2541; 27 -76 -23
-348 -3075 -2560; 21 -69 -25
-312 -3043 -2538; 28 -67 -24
-263 -3050 -2578; 55 -61 -25
-273 -3082 -2652; 81 -58 -29
-294 -3073 -2641; 82 -61 -31
-313 -3091 -2713; 66 -60 -32
-298 -3097 -2639; 54 -62 -33
-290 -3066 -2591; 59 -65 -34
-280 -3048 -2590; 61 -64 -35
-289 -3065 -2596; 51 -65 -36
-294 -3075 -2638; 36 -65 -39
-304 -3071 -2688; 52 -67 -39
-309 -3093 -2728; 72 -69 -38
-294 -3125 -2744; 80 -67 -39
-336 -3125 -2686; 90 -71 -37
-361 -3116 -2623; 85 -73 -35
-372 -3105 -2622; 60 -71 -35
-372 -3072 -2575; 34 -71 -33
-302 -3117 -2596; 37 -68 -31
-318 -3057 -2685; 49 -61 -26
-230 -3131 -2668; 60 -63 -23
-213 -3224 -2697; 69 -66 -20
-215 -3116 -2789; 90 -63 -14
-246 -3127 -2590; 88 -67 -12
-243 -3224 -2695; 29 -66 -17
-301 -3100 -2590; 13 -63 -11
-345 -3014 -2508; 42 -65 -5
-352 -3077 -2631; 46 -58 -13
-384 -3015 -2579; 58 -52 -15
-433 -2957 -2549; 70 -49 -13
-409 -3075 -2547; 47 -41 -22
-388 -3017 -2621; 40 -35 -25
-341 -2939 -2544; 60 -31 -22
-314 -3003 -2573; 31 -29 -31
-278 -2986 -2651; -10 -25 -36
-294 -3079 -2678; -16 -31 -36
-304 -3130 -2673; -2 -36 -37
-313 -3171 -2715; 34 -30 -34
-236 -3229 -2660; 51 -29 -31
-285 -3219 -2690; 80 -26 -26
-306 -3164 -2602; 92 -24 -22
-306 -3175 -2614; 73 -25 -21
-299 -3039 -2651; 65 -24 -14
-296 -3009 -2580; 64 -30 -13
-281 -3054 -2699; 42 -27 -17
-309 -3018 -2611; 49 -28 -16
-350 -2931 -2590; 45 -29 -16
-386 -3071 -2539; 26 -27 -24
-385 -3052 -2615; 12 -25 -28
-381 -2968 -2567; 45 -26 -24
-344 -3058 -2572; 58 -31 -32
-343 -3035 -2742; 48 -30 -36
-331 -2992 -2695; 70 -38 -34
-340 -3061 -2731; 65 -43 -39
-396 -3076 -2730; 53 -45 -41
-394 -3038 -2614; 38 -55 -39
-310 -3135 -2517; 18 -56 -42
-311 -2984 -2741; 31 -43 -37
-262 -3086 -2525; 53 -51 -38
-247 -3064 -2718; 41 -55 -35
-301 -3110 -2720; 35 -51 -31
-370 -3220 -2670; 29 -55 -30
-403 -3144 -2646; 26 -60 -24
-486 -3110 -2581; 45 -62 -22
-482 -3056 -2511; 24 -55 -19
-419 -2996 -2538; 15 -47 -13
-376 -2938 -2491; 41 -44 -18
-300 -2912 -2644; 39 -39 -25
-317 -2909 -2659; 8 -30 -29
-362 -2982 -2682; -3 -30 -35
-377 -3013 -2703; 1 -34 -41
-382 -3058 -2644; 21 -43 -46
-327 -2990 -2666; 2 -43 -46
-365 -3225 -2627; 11 -46 -47
-378 -3059 -2506; 23 -40 -40
-385 -3133 -2575; 17 -28 -39
-446 -3006 -2571; 4 -24 -39
-377 -2965 -2574; 17 -21 -39
-335 -3001 -2674; 29 -18 -45
-272 -2931 -2696; 51 -20 -45
-320 -2960 -2753; 74 -20 -51
-342 -3052 -2715; 59 -24 -56
-370 -3044 -2684; 34 -28 -54
-287 -3072 -2650; 24 -30 -50
-357 -3087 -2608; 19 -37 -55
-266 -2985 -2615; 30 -37 -53
-235 -3004 -2611; 24 -36 -55
-267 -3029 -2674; 11 -36 -58
-245 -3041 -2754; 29 -35 -54
-323 -3069 -2767; 54 -35 -53
-383 -3053 -2781; 56 -37 -59
-386 -3157 -2697; 52 -43 -70
-417 -3122 -2687; 68 -52 -64
-450 -2958 -2687; 51 -49 -51
-383 -3138 -2722; 16 -43 -58
-400 -3125 -2608; 12 -45 -57
-409 -2925 -2628; 46 -44 -45
-353 -2999 -2488; 79 -42 -55
-283 -2938 -2516; 75 -41 -70
-225 -2845 -2632; 57 -28 -73
-278 -2947 -2508; 26 -27 -80
-291 -3022 -2753; -81 -18 -65
-462 -2893 -2602; -57 6 -48
-534 -3123 -2522; 7 7 -60
-511 -3123 -2628; 33 -3 -73
-467 -2896 -2450; 73 -4 -62
-329 -3142 -2739; 1 7 -68
-273 -3105 -2633; -38 1 -69
-416 -3054 -2778; 41 20 -60
-1530 -5393 -1137; 96 29 -37
-142 -3280 -2454; 111 -111 11
69 -2796 -2999; 80 117 -33
4 -2954 -2552; 35 99 -36
-143 -3114 -2538; 109 61 -72
-111 -2828 -2640; 112 54 -83
-198 -2976 -2650; 96 46 -104
-263 -3153 -2747; 56 24 -104
-449 -3104 -2713; 58 28 -63
-377 -3285 -2785; -6 30 -38
-297 -3118 -2730; 13 30 -41
-160 -2942 -2869; 50 41 -43
-36 -3018 -2876; 39 35 -46
-16 -2998 -2909; 44 19 -44
-65 -2948 -2861; 57 6 -36
-181 -3009 -2759; 43 -1 -48
-270 -3114 -2798; 0 -14 -56
-375 -3161 -2729; -9 -32 -43
-338 -3169 -2648; 40 -56 -24
-240 -3178 -2699; 79 -64 -21
-87 -3110 -2640; 102 -68 -30
46 -3075 -2762; 97 -58 -29
52 -3093 -2705; 61 -57 -23
7 -3117 -2719; 24 -43 -20
-114 -3094 -2652; -22 -35 -14
-256 -2949 -2569; -41 -29 -6
-347 -3185 -2739; -64 -38 -8
-541 -3073 -2636; -22 -67 -7
-645 -3184 -2652; 3 -78 1
-768 -3359 -2897; -51 -62 7
-836 -3299 -2673; -29 -45 21
-871 -3233 -2747; 32 -18 29
-790 -2891 -2721; 67 -4 7
-793 -3122 -2348; 136 0 -34
-692 -2708 -2459; 134 15 -21
-591 -2680 -2288; 125 4 -15
-504 -2733 -2341; 94 3 -33
-415 -2658 -2668; 67 22 -49
-384 -2644 -2408; 71 22 -64
-377 -2724 -2444; 76 27 -86
-430 -2708 -2425; 52 38 -105
-509 -2733 -2278; 5 36 -121
-526 -2820 -2454; -21 47 -139
-449 -2902 -2455; 9 56 -153
-386 -2903 -2474; 27 60 -165
-385 -2892 -2671; -8 69 -177
-384 -2968 -2630; -41 71 -185
-390 -3026 -2493; -1 68 -191
-475 -3036 -2614; -3 71 -198
-482 -3102 -2704; -34 74 -202
-357 -3131 -2727; -50 73 -206
-223 -3198 -2779; -16 67 -207
-140 -3183 -2826; 64 61 -204
-100 -3105 -2942; 79 49 -199
-146 -3206 -2903; 28 43 -199
-198 -3253 -2787; 27 29 -195
-265 -3245 -2774; 81 20 -187
-317 -3283 -2814; 114 10 -182
-312 -3261 -2909; 118 4 -177
-169 -3211 -2941; 153 -13 -167
-237 -3128 -2757; 132 -22 -163
-39 -3074 -3194; 1 -38 -163
-17 -3162 -2908; 17 -52 -166
-160 -3137 -2517; 76 -62 -167
-268 -3162 -2457; -58 -63 -177
-315 -3087 -2452; -111 -61 -180
-289 -2979 -2477; -70 -54 -178
-220 -3096 -2532; -51 -44 -196
-154 -2965 -2523; 8 -34 -208
-169 -2864 -2533; 19 -25 -211
-177 -3081 -2646; -146 -11 -234
-273 -2990 -2479; -250 0 -247
-435 -2771 -2360; -289 10 -252
-479 -2825 -2578; -340 33 -279
-291 -2472 -2687; -366 53 -298
-75 -2327 -2610; -225 68 -319
71 -2487 -2686; -97 91 -352
90 -2517 -2586; -109 108 -381
91 -2598 -2337; -165 119 -404
46 -2810 -2405; -221 143 -430
-39 -2729 -2530; -243 162 -439
-53 -2855 -2525; -201 177 -445
-8 -3215 -2640; -202 189 -457
511 -3514 -2791; -318 199 -451
1074 -3235 -2753; -526 196 -438
914 -2973 -2916; -646 201 -431
482 -2701 -3495; -652 201 -412
725 -1936 -3725; -289 181 -395
1446 -1758 -3946; -155 159 -422
1809 -2012 -3837; 1 125 -433
964 -2369 -3267; 563 69 -420
249 -3028 -3943; 932 35 -439
119 -4429 -3006; 490 -28 -436
-134 -3901 -3166; -135 -88 -368
-6 -4310 -2821; -241 -118 -317
-138 -4125 -4171; 262 -132 -266
-147 -3035 -4343; 548 -199 -200
-89 -2809 -3893; 597 -274 -164
-97 -2252 -3401; 382 -320 -148
-70 -2181 -1797; -252 -377 -127
49 -3084 -1916; -906 -399 -127
-1 -2760 -2402; -929 -391 -91
-147 -3471 -2886; -301 -409 -67
-179 -3737 -3700; 173 -418 -55
