-1314 -2696 -2733; 7 -143 -17
-1857 -2215 -2888; 58 27 -178
-1924 -2165 -3032; -63 71 -181
-1687 -2132 -3036; -151 99 -186
-1683 -2075 -3062; -180 132 -184
-1736 -2064 -3044; -183 164 -187
-1888 -2130 -2946; -125 189 -190
-1878 -2076 -2889; 18 216 -183
-1810 -2133 -2768; 144 243 -180
-1910 -2044 -2818; 164 262 -177
-1741 -2121 -2779; 105 278 -173
-1850 -1971 -2954; -16 292 -170
-1720 -1907 -3035; -167 295 -169
-1673 -1864 -3197; -281 295 -164
-1706 -1908 -3188; -349 288 -161
-1881 -1938 -3259; -349 279 -158
-1650 -2046 -3210; -297 268 -155
-1766 -2102 -3170; -206 256 -148
-1957 -2171 -3172; -68 242 -136
-1753 -2197 -3094; 78 229 -123
-1837 -2177 -3049; 119 211 -110
-1846 -2133 -3111; 49 193 -96
-1772 -2130 -3134; -51 175 -86
-1725 -2049 -3146; -140 153 -75
-1793 -1945 -3153; -210 131 -65
-1761 -1893 -3208; -243 114 -61
-1681 -1924 -3165; -241 96 -58
-1803 -1912 -3072; -178 78 -52
-1984 -1935 -2989; -108 66 -50
-1766 -1913 -2943; -78 59 -50
-1908 -1885 -2865; -75 53 -50
-1967 -1750 -2852; -99 49 -51
-1849 -1755 -2841; -177 50 -56
-1901 -1681 -2912; -274 50 -61
-1869 -1741 -2855; -327 50 -68
-1756 -1743 -2975; -328 56 -75
-1786 -1832 -3001; -293 59 -78
-1836 -1807 -3013; -246 60 -82
-1729 -1818 -3034; -224 63 -86
-1767 -1761 -3067; -238 65 -90
-1827 -1837 -2969; -257 64 -94
