-1308 -3472 -1381; -354 -105 -28
3677 1329 -5973; -2232 3853 -2515
3656 1568 -6174; -2166 3581 -2711
3554 925 -5798; -2199 3256 -2921
3384 735 -6056; -2205 2950 -3101
3350 364 -6292; -2168 2644 -3271
3121 -400 -6199; -2092 2302 -3445
2898 -780 -5885; -2066 1955 -3577
2795 -1410 -5663; -2022 1624 -3665
2617 -1745 -5356; -1935 1284 -3724
2424 -2472 -4688; -1904 946 -3742
2350 -2431 -4701; -2017 628 -3704
2536 -3243 -4605; -2102 335 -3646
2374 -3343 -4720; -1997 40 -3569
2598 -3438 -4715; -1802 -253 -3445
2366 -3300 -4601; -1687 -550 -3300
2327 -3387 -4487; -1690 -853 -3130
2270 -3483 -4088; -1853 -1157 -2946
2392 -3814 -4123; -1954 -1422 -2746
2273 -4092 -4152; -1868 -1673 -2522
2348 -3950 -4001; -1620 -1946 -2270
2314 -3831 -4118; -1405 -2221 -2012
2662 -4272 -4139; -1143 -2480 -1748
2381 -3987 -4125; -682 -2721 -1446
2544 -3435 -3930; -258 -2965 -1109
2675 -3556 -3841; 12 -3208 -783
2668 -3330 -4108; 268 -3416 -460
2911 -3229 -4176; 512 -3613 -114
3110 -3453 -4144; 718 -3810 234
3115 -4017 -4496; 989 -3949 578
3232 -4205 -4676; 1432 -4058 949
3011 -4685 -4363; 2087 -4165 1344
2812 -4682 -4348; 2771 -4237 1757
3124 -4052 -4791; 3319 -4260 2186
3501 -3355 -5216; 3602 -4250 2584
4428 -3522 -5598; 3663 -4225 2941
4702 -2784 -5838; 3711 -4170 3258
3761 -2626 -4995; 3935 -4095 3506
2623 -2408 -4754; 4168 -3971 3701
2797 -1977 -4914; 4378 -3792 3861
3269 -1919 -4943; 4619 -3614 3950
2917 -1309 -5203; 4983 -3412 3974
2105 1479 -2937; 5007 -3153 3956
733 286 -3327; 4818 -2896 3813
501 489 -1683; 4961 -2599 3528
93 -491 -1805; 5056 -2365 3254
26 1119 -2029; 5565 -2064 3073
-363 -54 -1846; 6222 -1797 2771
-1269 646 -341; 6450 -1553 2454
-2170 643 -455; 5342 -1305 2148
-2430 -836 143; 3556 -1121 1760
-2597 -1366 610; 2461 -999 1419
-2604 -1303 210; 2251 -839 1126
-2727 -1613 366; 2248 -687 845
-2453 -1330 347; 2037 -559 593
-2521 -2146 354; 1645 -424 332
-2275 -2231 -405; 1233 -275 115
-2136 -2667 -260; 1092 -187 -74
-2137 -3352 257; 1007 -120 -261
-2281 -2967 -146; 708 3 -383
-2220 -3035 62; 327 108 -471
-2315 -3351 423; 184 184 -590
-1951 -3593 -299; 42 293 -691
-1886 -3520 -438; -111 396 -746
-1977 -3586 -324; -160 484 -774
-1828 -3422 -636; -186 585 -817
-1941 -3388 -659; -317 668 -861
-1764 -3204 -536; -467 738 -881
-1920 -2949 -547; -559 821 -895
-1767 -2888 -858; -568 899 -923
-1634 -3165 -1373; -516 958 -951
-1272 -3234 -1816; -426 995 -961
-988 -3529 -2459; -386 1027 -970
-918 -3760 -2736; -407 1038 -979
-953 -3792 -2676; -443 1023 -972
-959 -3591 -2468; -390 994 -953
-985 -3761 -2326; -278 965 -948
-940 -3765 -2427; -263 942 -947
-694 -3847 -2596; -293 918 -928
-723 -3733 -2765; -308 890 -906
-694 -3975 -2818; -277 857 -892
-765 -3749 -2726; -200 809 -869
-726 -3658 -2797; -152 757 -844
-661 -3954 -2886; -109 716 -824
-664 -4015 -2794; -120 673 -799
-728 -4043 -2535; -139 618 -763
-676 -4182 -2441; -141 568 -727
-724 -4115 -2461; -179 527 -696
-617 -3961 -2568; -253 488 -660
-612 -4005 -2651; -248 453 -621
-593 -3844 -2533; -107 414 -584
-455 -3991 -2364; 21 370 -552
-495 -3751 -2328; 48 334 -525
-592 -3939 -2210; 57 303 -497
-452 -3753 -2031; 52 277 -466
-474 -3755 -1945; 4 257 -439
-489 -3848 -1915; -38 240 -421
-481 -3735 -1879; -36 221 -399
-512 -3621 -1970; -3 206 -377
-399 -3754 -2176; 1 193 -360
-493 -3680 -2273; 30 178 -342
-425 -3656 -2088; 125 152 -320
-513 -3654 -1990; 167 132 -298
-604 -3685 -1863; 79 119 -285
-597 -3877 -1678; -4 111 -266
-606 -3732 -1572; -15 106 -241
-654 -3798 -1505; 22 107 -222
-571 -3651 -1556; 44 109 -207
-500 -3666 -1783; 38 110 -187
-491 -3584 -1872; 87 108 -173
-483 -3739 -1925; 134 98 -163
-599 -3550 -1923; 75 88 -151
-452 -3845 -1760; 49 73 -137
-495 -3676 -1630; 77 58 -123
-354 -3729 -1799; 77 52 -112
-372 -3873 -1834; 72 46 -102
-234 -3673 -1938; 78 36 -87
-319 -3612 -1923; 82 21 -79
-294 -3589 -1814; 75 6 -78
-424 -3466 -1722; 91 -10 -73
-241 -3450 -1694; 106 -23 -68
-276 -3557 -1855; 61 -31 -69
-307 -3506 -1866; 32 -41 -71
-274 -3633 -1751; 36 -59 -68
-293 -3542 -1727; 33 -72 -69
-464 -3702 -1790; 15 -81 -69
-423 -3638 -1712; 12 -87 -68
-481 -3624 -1640; 57 -92 -65
-480 -3794 -1572; 97 -97 -66
-436 -3642 -1557; 128 -102 -67
-407 -3533 -1567; 118 -104 -61
-283 -3677 -1763; 78 -101 -60
-458 -3612 -1766; 42 -104 -64
-416 -3636 -1770; 3 -109 -63
-554 -3644 -1705; -10 -114 -61
-587 -3649 -1552; 18 -111 -60
-573 -3739 -1464; 61 -109 -61
-512 -3630 -1507; 87 -101 -59
-464 -3678 -1646; 108 -93 -59
-377 -3563 -1729; 98 -86 -58
-451 -3642 -1797; 56 -83 -59
-523 -3581 -1752; -31 -80 -61
-460 -3592 -1636; -86 -78 -65
-567 -3527 -1495; -15 -78 -69
-376 -3747 -1570; 93 -66 -71
-473 -3625 -1659; 122 -49 -73
-335 -3577 -1753; 135 -39 -77
-449 -3719 -1625; 149 -42 -79
-371 -3509 -1769; 99 -35 -81
-330 -3557 -1716; 35 -25 -88
-341 -3636 -1559; 10 -18 -91
-442 -3406 -1505; 32 -11 -91
-318 -3670 -1563; 59 -3 -100
-208 -3817 -1761; 74 11 -103
-428 -3566 -1881; 58 21 -100
-322 -3796 -1808; 48 22 -102
-382 -3693 -1804; 46 22 -107
-334 -3775 -1729; 69 22 -106
-324 -3577 -1709; 92 24 -102
-46 -3740 -1851; 90 25 -107
-324 -3667 -2006; 60 22 -110
-274 -3635 -1966; 30 17 -107
-467 -3652 -1815; 20 10 -108
-427 -3688 -1745; 20 1 -112
-505 -3558 -1696; 59 -4 -115
-286 -3604 -1709; 90 -8 -112
-359 -3695 -1818; 64 -10 -111
-376 -3646 -1846; 40 -14 -114
-287 -3704 -1824; 39 -25 -111
-319 -3757 -1984; 36 -38 -109
-366 -3719 -1933; 20 -43 -105
-338 -3749 -1798; -1 -50 -101
-294 -3770 -1739; -8 -57 -95
-511 -3718 -1674; -6 -60 -87
-432 -3722 -1727; 3 -61 -84
-348 -3694 -1724; 27 -66 -80
-351 -3739 -1736; 71 -67 -71
-339 -3593 -1805; 84 -66 -66
-103 -3683 -1824; 97 -66 -63
-229 -3690 -1798; 104 -68 -59
-154 -3646 -1703; 85 -71 -56
-190 -3657 -1651; 55 -76 -56
-234 -3601 -1657; 33 -79 -56
-415 -3498 -1609; 25 -82 -57
-296 -3529 -1724; 25 -86 -60
-269 -3500 -1855; 17 -92 -65
-411 -3496 -1822; 18 -101 -68
-236 -3564 -1874; 15 -113 -70
-85 -3663 -1961; -18 -124 -73
-255 -3681 -1843; -38 -131 -75
-233 -3720 -1726; -61 -134 -76
-205 -3756 -1761; -126 -137 -76
-351 -3720 -1693; -161 -135 -76
-210 -3666 -1776; -126 -129 -80
-239 -3644 -1627; -63 -123 -84
-407 -3525 -1676; -16 -115 -87
-307 -3474 -1651; 6 -109 -90
-311 -3649 -1568; 45 -107 -93
-435 -3608 -1638; 75 -108 -101
-305 -3698 -1826; 49 -107 -106
-171 -3790 -2116; -17 -105 -108
-220 -3809 -2005; -43 -110 -101
-535 -3505 -2048; -69 -136 -106
-630 -3885 -1863; -100 -171 -127
-1180 -3490 -1941; -126 -183 -124
-1068 -3539 -1881; -83 -186 -129
-707 -3690 -1570; -39 -210 -146
-577 -3547 -1691; 42 -223 -149
-502 -3540 -1879; 139 -224 -151
-410 -3650 -1937; 98 -246 -163
-276 -3582 -2110; 13 -261 -166
-496 -3789 -2012; 0 -274 -169
-523 -3766 -1787; -34 -303 -176
-503 -3645 -1837; -84 -325 -183
-498 -3581 -1919; -53 -345 -192
-469 -3642 -1794; -39 -372 -195
-315 -3430 -1793; -48 -386 -193
1180 -3876 -1832; -43 -391 -200
385 -3637 -2178; -20 -372 -155
331 -3694 -1915; -31 -295 -118
1118 -3619 -3908; -27 -314 -153
580 -4395 -150; 67 -476 -209
450 -3225 -3132; 7 -319 -142
57 -3858 -2194; -23 -252 -127
34 -4347 -101; 26 -355 -150
-106 -3355 -3187; 62 -209 -89
-349 -3971 -1522; 133 -195 -84
-256 -4014 -751; 102 -237 -90
-476 -3399 -2748; 71 -115 -46
-570 -3895 -1101; 90 -128 -49
-419 -3760 -1352; 37 -128 -42
-512 -3552 -2382; 67 -43 -13
-485 -3924 -1183; 124 -66 -19
-418 -3645 -1919; 80 -42 -10
-540 -3545 -2289; 93 5 5
-517 -3751 -1318; 160 -24 -3
-536 -3543 -2013; 173 6 5
-576 -3601 -1969; 175 26 6
-524 -3698 -1494; 178 4 1
-488 -3549 -2062; 175 31 5
-459 -3703 -1825; 190 33 -3
-363 -3590 -1679; 185 18 -6
-331 -3464 -2083; 182 35 -5
-326 -3542 -1727; 204 26 -18
-275 -3427 -1716; 195 15 -24
-247 -3498 -2068; 172 26 -32
-206 -3607 -1889; 148 10 -47
-204 -3542 -2004; 119 0 -51
-234 -3615 -2041; 97 0 -59
-289 -3673 -1704; 83 -14 -70
-316 -3630 -1777; 90 -16 -73
-321 -3664 -1806; 127 -15 -79
-256 -3627 -1765; 163 -25 -86
-238 -3562 -2000; 182 -21 -89
-255 -3655 -1904; 179 -24 -95
-302 -3658 -1776; 146 -34 -100
-339 -3658 -1839; 93 -36 -104
-325 -3668 -1746; 82 -40 -108
-331 -3559 -1716; 84 -42 -110
-332 -3561 -1821; 65 -37 -112
-305 -3662 -1659; 59 -39 -120
-249 -3641 -1676; 74 -38 -119
-211 -3760 -1790; 93 -33 -120
-198 -3792 -1799; 98 -38 -120
-184 -3742 -1909; 95 -42 -114
-228 -3777 -1922; 72 -48 -111
-270 -3761 -1766; 41 -57 -108
-301 -3690 -1709; 43 -57 -102
-294 -3683 -1642; 72 -60 -100
-219 -3645 -1634; 116 -63 -100
-166 -3587 -1752; 163 -60 -96
-105 -3619 -1706; 157 -63 -97
-106 -3635 -1769; 103 -66 -98
-144 -3636 -1813; 49 -67 -96
-174 -3670 -1549; 46 -70 -94
-189 -3687 -1370; 67 -70 -91
-228 -3679 -1405; 101 -64 -87
-217 -3650 -1415; 127 -55 -84
-179 -3610 -1523; 130 -49 -82
-112 -3571 -1677; 105 -42 -80
-79 -3572 -1653; 101 -40 -79
-70 -3692 -1630; 100 -41 -79
-96 -3676 -1632; 91 -41 -78
-113 -3671 -1582; 79 -44 -73
-119 -3647 -1620; 68 -45 -72
-113 -3587 -1646; 64 -46 -68
-136 -3547 -1603; 99 -50 -65
-150 -3523 -1561; 107 -51 -66
-146 -3538 -1526; 83 -54 -66
-174 -3611 -1664; 52 -58 -62
-213 -3674 -1792; -5 -57 -62
-216 -3724 -1633; -10 -64 -61
-230 -3653 -1617; 36 -69 -54
-243 -3655 -1787; 53 -68 -50
-195 -3684 -1720; 60 -71 -50
-203 -3718 -1717; 71 -78 -44
-204 -3814 -1847; 48 -77 -42
-186 -3852 -1784; 16 -83 -40
-224 -3722 -1779; 13 -89 -33
-225 -3683 -1731; 37 -92 -28
-267 -3608 -1621; 42 -97 -28
-275 -3557 -1667; 28 -97 -26
-259 -3614 -1625; 34 -97 -28
-242 -3680 -1617; 21 -98 -30
-206 -3725 -1634; -1 -97 -29
-239 -3762 -1616; 10 -98 -27
-255 -3756 -1612; 3 -96 -24
-282 -3749 -1609; -2 -94 -24
-262 -3717 -1528; 33 -97 -20
-215 -3656 -1581; 59 -95 -19
-216 -3674 -1673; 52 -91 -20
-218 -3698 -1695; 25 -93 -19
-204 -3733 -1674; 13 -96 -21
-226 -3739 -1654; 38 -97 -21
-235 -3684 -1665; 52 -100 -22
-247 -3695 -1690; 53 -102 -22
-226 -3724 -1646; 50 -105 -23
-231 -3777 -1680; 62 -110 -23
-224 -3830 -1797; 67 -113 -22
-212 -3882 -1800; 56 -118 -18
-253 -3905 -1867; 46 -126 -12
-286 -3939 -1902; 33 -129 -6
-316 -3944 -1818; 52 -138 1
-335 -3901 -1787; 81 -143 8
-332 -3843 -1761; 102 -143 15
-310 -3781 -1680; 123 -145 18
-275 -3675 -1649; 150 -143 20
-205 -3649 -1701; 164 -140 19
-221 -3585 -1721; 141 -139 16
-214 -3559 -1682; 108 -137 12
-256 -3603 -1602; 79 -134 5
-282 -3604 -1561; 36 -130 -2
-286 -3625 -1553; 27 -125 -11
-295 -3617 -1536; 50 -118 -16
-296 -3628 -1585; 60 -111 -23
-315 -3640 -1565; 39 -102 -31
-317 -3645 -1534; 18 -96 -37
-356 -3626 -1593; 14 -87 -45
-359 -3662 -1581; 16 -78 -54
-350 -3754 -1572; 27 -70 -62
-386 -3747 -1608; 21 -60 -67
-366 -3780 -1632; -4 -51 -74
-348 -3715 -1613; 29 -43 -79
-331 -3599 -1664; 82 -35 -82
-306 -3601 -1666; 92 -26 -91
-308 -3523 -1585; 77 -20 -101
-318 -3511 -1547; 61 -11 -111
-337 -3574 -1545; 51 -6 -123
-329 -3557 -1568; 38 0 -133
-326 -3623 -1605; 42 7 -141
-348 -3682 -1626; 48 13 -149
-324 -3660 -1685; 22 18 -153
-324 -3705 -1636; 31 22 -157
-295 -3657 -1632; 48 20 -159
-286 -3656 -1720; 47 21 -163
-283 -3670 -1801; 25 23 -167
-237 -3623 -1703; 19 21 -169
-236 -3683 -1686; 36 19 -170
-231 -3697 -1759; 37 18 -175
-191 -3686 -1860; 16 16 -175
-165 -3689 -1839; 6 12 -177
-158 -3700 -1772; 10 8 -176
-240 -3659 -1717; 5 3 -174
-254 -3717 -1640; -8 4 -175
-283 -3719 -1620; -6 4 -171
-279 -3697 -1627; 13 8 -167
-246 -3698 -1603; 31 9 -166
-190 -3680 -1594; 36 10 -162
-151 -3662 -1655; 42 10 -157
-146 -3613 -1794; -12 10 -153
-113 -3699 -1767; -78 6 -152
-142 -3773 -1707; -65 1 -145
-135 -3818 -1748; -46 -1 -136
-120 -3945 -1779; -62 -2 -131
-122 -3901 -1867; -75 -5 -120
-104 -3955 -1946; -59 -8 -105
-113 -3938 -1876; -37 -11 -96
-54 -3891 -1760; 4 -14 -85
-42 -3748 -1699; 69 -15 -73
-18 -3637 -1762; 3 -10 -61
-49 -3620 -1623; -28 -9 -57
-103 -3742 -1576; -46 -1 -55
-137 -3731 -1578; -77 8 -51
-140 -3753 -1554; -74 20 -43
-126 -3773 -1596; -2 32 -36
-132 -3674 -1703; 63 44 -28
-137 -3695 -1719; 75 53 -23
-136 -3640 -1610; 71 58 -21
-92 -3577 -1592; 72 65 -18
-91 -3542 -1671; 80 71 -18
-77 -3539 -1719; 70 76 -17
-98 -3590 -1713; 45 79 -18
-107 -3680 -1724; 19 79 -20
-91 -3692 -1773; 14 80 -18
-54 -3750 -1880; 23 78 -16
-27 -3874 -2022; 27 72 -11
-37 -3873 -2204; 14 64 -3
-30 -3919 -2164; 44 50 5
-45 -3902 -2009; 111 33 13
-105 -3829 -1977; 130 18 25
-151 -3845 -1967; 118 6 31
-193 -3789 -1946; 141 -11 40
-193 -3674 -1939; 153 -25 47
-99 -3686 -1936; 152 -41 46
-45 -3530 -1885; 140 -58 49
-12 -3542 -1865; 121 -77 50
-16 -3642 -1866; 96 -95 45
-70 -3555 -1914; 64 -113 44
-107 -3603 -1985; 26 -129 38
-90 -3598 -1770; 31 -148 34
-56 -3537 -1598; 57 -162 35
-82 -3554 -1730; 24 -169 27
-79 -3555 -1697; -47 -174 22
-119 -3482 -1534; -42 -181 21
-225 -3508 -1508; -34 -180 15
-312 -3505 -1411; -35 -174 10
-384 -3402 -1304; -44 -170 8
-365 -3478 -1362; -53 -157 1
-248 -3496 -1376; -55 -147 -5
-139 -3553 -1529; -66 -138 -7
-5 -3624 -1661; -76 -130 -11
67 -3555 -1639; -102 -124 -13
113 -3578 -1498; -101 -124 -14
104 -3550 -1372; -65 -120 -15
30 -3492 -1468; -79 -113 -17
-92 -3530 -1547; -142 -102 -22
-229 -3572 -1444; -178 -93 -25
-308 -3631 -1459; -179 -85 -22
-224 -3702 -1661; -163 -76 -25
-75 -3655 -1889; -131 -68 -21
24 -3642 -2060; -108 -64 -18
66 -3613 -2072; -122 -65 -18
66 -3516 -1850; -117 -67 -18
38 -3404 -1641; -66 -65 -19
-13 -3331 -1599; -32 -59 -21
-120 -3296 -1628; -52 -48 -26
-172 -3380 -1728; -107 -34 -32
-122 -3413 -1723; -149 -25 -36
-82 -3411 -1789; -139 -15 -39
-13 -3403 -1927; -122 -4 -40
-4 -3367 -1856; -126 4 -41
-23 -3436 -1754; -126 10 -45
-85 -3425 -1684; -146 22 -47
-168 -3509 -1747; -183 33 -49
-137 -3569 -1768; -160 48 -51
-108 -3563 -1819; -138 58 -44
-82 -3659 -2002; -139 68 -49
-99 -3603 -2098; -136 76 -47
-140 -3556 -2042; -111 80 -42
-181 -3583 -2048; -106 82 -45
-241 -3544 -2051; -101 85 -45
-208 -3561 -1997; -83 84 -42
-141 -3686 -2066; -91 89 -46
-99 -3685 -2107; -93 90 -47
-62 -3586 -2051; -70 88 -42
-32 -3632 -2052; -45 86 -45
-51 -3466 -2137; -56 85 -44
-48 -3488 -2226; -72 81 -46
-78 -3555 -2196; -60 75 -49
-122 -3591 -2107; -50 67 -48
-180 -3659 -2148; -39 60 -49
-183 -3649 -2176; -58 56 -50
-208 -3593 -2144; -65 49 -45
-216 -3577 -2135; -42 44 -44
-214 -3523 -2138; -28 40 -40
-254 -3478 -2059; -13 37 -40
-323 -3508 -2079; -8 34 -40
-353 -3498 -2103; -34 34 -38
-353 -3487 -2033; -23 32 -39
-277 -3430 -2037; 23 31 -37
-177 -3401 -2150; 24 31 -38
-153 -3430 -2260; -14 30 -40
-155 -3467 -2238; -65 26 -42
-171 -3528 -2163; -70 22 -44
-198 -3549 -2205; -53 16 -45
-219 -3534 -2227; -47 13 -46
-228 -3491 -2236; -28 10 -46
-214 -3370 -2188; 6 9 -47
-192 -3326 -2065; 36 7 -52
-158 -3307 -1959; 49 6 -56
-165 -3298 -1981; 28 9 -60
-228 -3426 -2079; -34 13 -67
-240 -3446 -2068; -107 13 -70
-298 -3506 -2025; -116 15 -70
-330 -3610 -1996; -91 19 -72
-297 -3631 -1937; -78 24 -68
-236 -3612 -2025; -61 30 -63
-148 -3625 -2201; -58 34 -58
-160 -3697 -2313; -94 29 -39
-179 -3703 -2257; -125 26 -27
-215 -3768 -2068; -97 26 -19
-235 -3700 -1995; -44 29 -7
-245 -3723 -2105; -20 35 3
-250 -3695 -2162; -10 41 14
-253 -3651 -2138; 18 47 24
-263 -3620 -2129; 60 52 32
-260 -3513 -2092; 105 55 40
-274 -3453 -2177; 149 59 46
-261 -3456 -2153; 160 61 48
-273 -3397 -2113; 176 59 52
-286 -3356 -2142; 174 57 52
-302 -3328 -2099; 169 55 47
-297 -3274 -2120; 159 52 46
-284 -3281 -2212; 126 46 41
-313 -3369 -2268; 105 38 33
-357 -3345 -2427; 130 24 32
-357 -3409 -2474; 157 10 29
-398 -3412 -2314; 175 -12 24
-432 -3322 -2260; 180 -31 22
-424 -3295 -2277; 174 -49 17
-419 -3206 -2168; 168 -70 12
-404 -3157 -2044; 177 -88 5
-435 -3211 -2126; 145 -104 -6
-436 -3289 -2135; 91 -120 -12
-456 -3326 -2082; 74 -137 -18
-494 -3452 -2137; 62 -154 -26
-492 -3477 -2132; 59 -169 -29
-470 -3441 -2123; 71 -184 -26
-456 -3527 -2044; 63 -197 -30
-472 -3468 -1985; 67 -210 -32
-445 -3464 -2040; 83 -219 -29
-448 -3575 -2113; 96 -225 -31
-398 -3608 -2093; 107 -234 -29
-389 -3636 -2121; 115 -243 -24
-373 -3657 -2210; 100 -253 -21
-339 -3658 -2309; 65 -264 -17
-373 -3631 -2356; 53 -277 -9
-403 -3705 -2255; 69 -286 -3
-446 -3721 -2058; 118 -295 0
-447 -3627 -1943; 182 -302 8
-415 -3564 -2001; 209 -304 14
-338 -3523 -2092; 144 -307 17
-312 -3516 -2191; 71 -312 21
-293 -3605 -2199; 61 -317 20
-315 -3596 -2131; 77 -324 19
-333 -3576 -2145; 100 -330 23
-353 -3565 -2091; 141 -338 24
-386 -3598 -2112; 136 -346 25
-395 -3606 -2263; 84 -351 27
-390 -3620 -2268; 59 -360 29
-427 -3609 -2191; 105 -368 31
-472 -3573 -2052; 154 -375 34
-441 -3427 -1881; 190 -383 34
-373 -3240 -1878; 208 -382 35
-310 -3135 -1883; 225 -383 29
-307 -3080 -1915; 229 -383 19
-327 -3110 -2073; 169 -380 7
-363 -3211 -2049; 83 -383 -4
-377 -3268 -2034; 19 -387 -15
-402 -3225 -2093; -46 -388 -27
-392 -3246 -2008; -92 -388 -38
-385 -3227 -1916; -68 -383 -47
-389 -3341 -1950; -45 -376 -56
-349 -3411 -1945; -69 -365 -68
-334 -3432 -1954; -72 -355 -74
-405 -3521 -2181; -44 -343 -78
-428 -3695 -2364; -77 -332 -79
-409 -3813 -2343; -112 -327 -80
-395 -3851 -2150; -63 -320 -79
-338 -3727 -2031; 5 -311 -74
-321 -3533 -2052; 16 -297 -73
-305 -3441 -2055; 2 -281 -76
-282 -3518 -2001; -1 -266 -81
-327 -3701 -2067; -48 -250 -88
-333 -3801 -2120; -74 -233 -96
-344 -3713 -2053; -29 -217 -97
-340 -3560 -1972; 25 -200 -98
-325 -3376 -2001; 31 -182 -105
-357 -3313 -2080; -1 -162 -116
-402 -3360 -2063; -56 -143 -128
-374 -3425 -2004; -95 -127 -142
-334 -3429 -2039; -60 -108 -152
-256 -3391 -2130; -11 -92 -160
-215 -3392 -2213; -4 -74 -172
-202 -3392 -2247; -13 -62 -182
-200 -3351 -2186; -8 -50 -189
-230 -3332 -2112; 0 -38 -199
-197 -3260 -1998; 20 -29 -210
-196 -3106 -1982; -13 -16 -220
-202 -3164 -1934; -78 0 -234
-221 -3139 -1839; -96 12 -247
-193 -3182 -1864; -88 27 -259
-187 -3237 -1964; -67 42 -273
-172 -3222 -1955; -38 51 -280
-158 -3302 -1978; -26 60 -287
-190 -3429 -2008; -44 68 -294
-192 -3425 -2008; -56 73 -295
-196 -3478 -2000; -55 75 -294
-185 -3472 -2016; -63 78 -295
-126 -3466 -2033; -57 77 -291
-106 -3547 -2183; -46 76 -288
-114 -3635 -2283; -53 70 -283
-94 -3698 -2266; -48 61 -273
-85 -3708 -2234; -21 48 -262
-80 -3701 -2232; 6 37 -251
-52 -3653 -2186; 32 25 -239
-28 -3554 -2160; 59 12 -229
-30 -3463 -2179; 66 2 -220
-31 -3431 -2118; 46 -10 -212
-53 -3478 -2068; 15 -22 -206
-65 -3563 -2054; -9 -33 -201
-90 -3586 -2098; -19 -39 -192
-138 -3642 -2120; -14 -47 -183
-197 -3639 -2160; 4 -54 -172
-221 -3611 -2169; 13 -60 -160
-185 -3598 -2082; 45 -68 -150
-136 -3571 -2111; 75 -71 -138
-115 -3562 -2237; 76 -73 -129
-98 -3623 -2222; 33 -79 -119
-115 -3669 -2136; -6 -83 -108
-137 -3625 -2180; -8 -85 -95
-161 -3578 -2135; 3 -83 -85
-221 -3493 -2088; 25 -82 -75
-250 -3415 -1946; 59 -78 -66
-236 -3331 -1783; 118 -72 -58
-251 -3211 -1753; 149 -62 -54
-190 -3226 -1809; 135 -50 -52
-181 -3261 -1909; 76 -39 -50
-182 -3422 -2023; -4 -29 -48
-191 -3591 -2115; -43 -25 -44
-178 -3612 -2162; -29 -22 -35
-136 -3626 -2219; 21 -22 -29
-95 -3536 -2186; 62 -24 -21
-85 -3436 -2041; 86 -25 -14
-80 -3401 -1950; 96 -23 -13
-106 -3383 -2013; 62 -20 -11
-139 -3469 -2100; 3 -15 -12
-190 -3574 -2105; -17 -12 -11
-213 -3653 -2156; -30 -12 -8
-181 -3679 -2152; -12 -10 -4
-176 -3590 -2199; 28 -11 2
-171 -3519 -2212; 30 -8 7
-161 -3377 -2167; 27 -8 8
-178 -3237 -2144; 34 -9 11
-213 -3210 -2045; 35 -5 6
-241 -3200 -1924; 1 0 1
-314 -3251 -1888; -32 4 -1
-341 -3298 -1994; -86 14 -7
-354 -3304 -2011; -93 23 -12
-354 -3267 -2019; -33 30 -12
-294 -3271 -2027; 8 35 -13
-235 -3264 -2043; -7 41 -18
-154 -3320 -2128; -53 43 -17
-146 -3437 -2223; -88 46 -16
-142 -3565 -2307; -142 46 -14
-177 -3659 -2384; -187 46 -9
-199 -3732 -2338; -169 42 0
-187 -3682 -2288; -87 41 11
-135 -3510 -2239; 18 38 23
-142 -3433 -2283; 61 37 30
-98 -3400 -2312; 61 34 32
-129 -3339 -2319; 34 31 37
-144 -3392 -2136; 22 28 37
-158 -3335 -2036; 24 24 38
-219 -3312 -2160; -42 27 39
-207 -3422 -2138; -92 25 39
-262 -3349 -2128; -85 27 42
-284 -3411 -2205; -48 26 44
-287 -3452 -2165; -5 21 43
-296 -3413 -2236; 27 16 47
-253 -3444 -2361; 16 13 47
-245 -3450 -2355; -11 1 49
-276 -3423 -2429; -36 -10 52
-314 -3456 -2457; -97 -18 51
-307 -3425 -2350; -136 -36 50
-310 -3354 -2454; -116 -49 52
-259 -3305 -2504; -48 -58 48
-257 -3250 -2439; 32 -73 45
-246 -3237 -2423; 36 -88 42
-280 -3206 -2464; -79 -99 33
-267 -3219 -2353; -167 -119 28
-295 -3110 -2413; -207 -132 25
-205 -3130 -2389; -247 -141 16
-343 -3011 -2233; -271 -160 11
-266 -3060 -2254; -266 -166 4
-294 -3083 -2323; -266 -169 -3
-355 -3124 -2328; -305 -178 -7
-357 -3162 -2413; -337 -180 -14
-304 -3080 -2308; -307 -189 -13
-258 -3030 -2336; -310 -192 -17
-189 -3113 -2421; -345 -188 -25
-137 -3067 -2441; -329 -191 -26
-76 -3192 -2475; -300 -188 -28
-69 -3316 -2495; -285 -187 -34
-108 -3249 -2485; -332 -185 -32
-131 -3312 -2452; -337 -177 -32
-177 -3313 -2377; -317 -167 -36
-212 -3348 -2288; -303 -155 -34
-222 -3435 -2233; -269 -138 -35
-181 -3355 -2306; -225 -116 -32
-161 -3326 -2398; -190 -93 -30
-120 -3285 -2503; -209 -72 -31
-89 -3337 -2429; -190 -48 -32
-95 -3307 -2367; -88 -30 -30
-42 -3310 -2423; 43 -6 -29
-3 -3218 -2572; 111 18 -31
-21 -3161 -2572; 78 38 -34
-26 -3162 -2412; 21 52 -37
-9 -3213 -2506; -47 71 -43
-11 -3123 -2572; -108 88 -46
-39 -3071 -2580; -136 100 -51
-68 -3095 -2666; -115 113 -56
-107 -3128 -2658; -96 121 -60
-136 -3154 -2554; -55 125 -64
-178 -3092 -2599; -44 133 -64
-239 -3130 -2531; -101 138 -65
-313 -3092 -2543; -152 140 -62
-339 -3077 -2638; -174 142 -57
-386 -3131 -2620; -195 139 -55
-410 -3195 -2639; -237 137 -50
-386 -3165 -2816; -260 133 -41
-344 -3103 -2814; -187 126 -31
-295 -3047 -2829; -102 116 -21
-259 -3055 -2823; -110 109 -14
-199 -3102 -2769; -186 95 -8
