-929 -744 -3881; 191 -231 -75
1720 -17823 -31301; 2047 3898 -2540
-2877 -4693 -4657; -2307 1239 -1192
1568 2635 5976; -83 435 -369
1910 -8099 -18296; 1698 2442 -1508
-2454 -2424 -4472; -1607 1595 -1435
-2665 1428 7855; -1042 325 -464
262 -1917 -7508; 335 1476 -593
-1041 -4852 -5892; -707 1316 -1017
-1921 -1818 2929; -1134 287 -574
5 -1555 -6943; -165 892 -329
-468 -3700 -7623; -61 954 -596
-1524 -1711 -58; -63 154 -432
-410 -1022 -5422; 649 446 -205
-292 -3167 -6820; 566 570 -402
-1140 -1735 -876; 261 -11 -346
-632 -505 -3871; 630 126 -151
-656 -2677 -5318; 701 284 -300
-1252 -1870 -1049; 167 -112 -302
-982 -426 -3121; -24 -48 -146
-859 -2455 -4694; 101 133 -251
-1314 -2088 -1731; 13 -118 -277
-1229 -589 -2748; 108 -88 -144
-1119 -2163 -4004; 433 88 -220
-1213 -2081 -1838; 409 -62 -259
-1092 -854 -2422; 414 -46 -159
-1043 -1883 -3492; 609 113 -210
-1163 -1794 -2094; 414 37 -257
-1038 -835 -2087; 162 47 -188
-974 -1768 -2985; 46 175 -229
-1012 -1938 -2106; -235 147 -272
-1037 -1104 -2366; -455 158 -218
-873 -1783 -3254; -388 258 -242
-937 -1924 -2799; -354 245 -274
-949 -1304 -2968; -354 249 -231
-819 -1760 -3466; -233 310 -242
-917 -1781 -3099; -239 291 -265
-872 -1445 -3057; -281 277 -235
-741 -1797 -3464; -233 307 -239
-740 -1994 -3309; -302 285 -250
-758 -1709 -3533; -420 259 -219
-798 -1907 -3888; -413 265 -207
-805 -2073 -3745; -426 233 -207
-786 -1912 -3729; -542 194 -175
-841 -2024 -4057; -642 183 -157
-977 -2121 -4129; -676 150 -148
-904 -2048 -4132; -501 110 -113
-802 -2182 -4298; -117 91 -89
-753 -2213 -4244; 224 54 -74
-690 -2003 -4043; 379 8 -44
-758 -2020 -3976; 418 -20 -25
-837 -1972 -3804; 283 -57 -14
-718 -1853 -3593; 42 -99 6
-693 -1846 -3727; -175 -118 15
-594 -1858 -3717; -298 -140 16
-600 -1717 -3688; -233 -167 30
-554 -1751 -3705; -62 -173 35
-640 -1774 -3621; 97 -179 32
-721 -1565 -3342; 223 -193 40
-716 -1604 -3228; 309 -189 42
-772 -1580 -3101; 245 -181 33
-849 -1449 -3052; 122 -180 31
-738 -1442 -2974; 69 -170 30
-722 -1403 -2987; 49 -155 21
-779 -1343 -2930; 28 -145 17
-773 -1300 -2859; 50 -132 13
-815 -1308 -2779; 129 -117 5
-820 -1257 -2647; 156 -108 2
-847 -1080 -2568; 126 -101 -2
-719 -950 -2490; 170 -93 -7
-781 -675 -2284; 336 -91 -9
-993 -191 -1960; 583 -91 -16
-1310 -20 -1423; 1008 -89 -28
-1756 310 -866; 1670 -98 -34
-2437 134 -906; 2095 -134 -33
-2152 -622 -768; 1568 -245 -6
-475 -477 -1295; -454 -432 56
323 -1246 -3504; -2351 -616 104
-1491 -3004 -4882; -2282 -891 209
-2205 -3944 -5635; -1608 -1283 409
-1938 -4457 -8060; -1356 -1711 596
-1362 -4998 -10523; -291 -2792 1080
-1226 -5302 -11113; 473 -3324 1376
-749 -5434 -10416; 1397 -3852 1654
-135 -5093 -8951; 2416 -4276 1999
-58 -4933 -6593; 3260 -4558 2363
5943 -20702 -28040; 3475 -4705 2752
-6511 18162 32764; 2537 -5095 3104
5179 -11472 6967; 4667 2787 -2222
4723 -19800 -32722; -3681 5026 -3812
-3473 -5570 -11847; -7878 1716 -1221
2678 10757 14675; -3113 127 -89
1723 -3551 -22859; 2898 3288 -2024
-2372 318 -4522; -433 2480 -1783
-3690 9848 17008; -1256 265 -324
530 832 -1939; 2144 1978 -1071
127 -9455 -9247; 1120 2227 -1633
-2073 -2160 2406; -1245 626 -868
-1221 200 -7186; -220 1164 -547
-464 -4561 -10488; 650 1744 -1045
-1699 -2397 633; -607 745 -944
-1135 100 -2712; -1369 789 -601
-299 -2574 -9166; -1114 1378 -724
-835 -2798 -1697; -1203 741 -727
-1020 -597 -2195; -1089 554 -464
-550 -2106 -7830; -369 1023 -489
-1180 -2696 -2955; 26 632 -529
-1394 -522 -1384; 195 361 -331
-876 -1537 -5810; 591 713 -332
-932 -2393 -3175; 470 503 -399
-754 -747 -1438; -157 230 -251
-288 -1395 -5109; -441 474 -232
-597 -2429 -3913; -539 379 -292
-933 -1188 -2061; -718 133 -180
-834 -1312 -4660; -506 298 -140
-826 -2171 -4023; 8 273 -198
-1066 -1124 -2032; 330 71 -120
-940 -977 -3829; 679 179 -83
-731 -1934 -3818; 919 195 -146
-723 -1397 -2204; 718 35 -101
-800 -1305 -3465; 363 93 -74
-673 -2181 -3830; -14 123 -128
-922 -1595 -2680; -389 0 -91
-793 -1291 -3614; -455 31 -56
-771 -2093 -3976; -226 74 -97
-710 -1667 -3113; 22 -9 -71
-669 -1484 -3565; 281 6 -37
-588 -2102 -3851; 483 46 -70
-684 -1682 -3116; 431 -13 -49
-764 -1529 -3299; 276 -13 -20
-739 -2041 -3709; 113 22 -49
-676 -1981 -3241; -94 -18 -33
-695 -1867 -3453; -217 -18 1
-729 -2279 -3873; -172 16 -13
-638 -2073 -3578; -61 -8 6
-812 -1833 -3531; 89 -9 38
-907 -2122 -3750; 292 19 28
-823 -2045 -3379; 410 5 39
-804 -1817 -3340; 375 5 61
-774 -2011 -3480; 244 29 53
-735 -2010 -3294; 48 17 58
-847 -1791 -3439; -97 15 75
-879 -2071 -3714; -74 39 67
-844 -2120 -3618; 30 30 69
-808 -2073 -3679; 144 27 88
-886 -2301 -3827; 313 37 84
-933 -2317 -3629; 458 32 87
-971 -2113 -3537; 556 29 106
-934 -2267 -3449; 676 42 111
-1031 -2225 -3173; 701 44 113
-935 -2118 -3111; 514 46 125
-920 -2216 -3197; 287 66 125
-1019 -2160 -3201; 140 73 125
-1010 -2237 -3208; 131 84 134
-965 -2265 -3355; 299 105 136
-1111 -2244 -3252; 537 120 139
-848 -2163 -3089; 680 133 148
-909 -2204 -3143; 707 157 151
-969 -2318 -2991; 711 172 150
-1064 -2278 -2843; 603 185 154
-1193 -2136 -3052; 368 206 153
-1125 -2168 -3158; 184 215 152
-973 -2193 -3325; 129 221 153
-815 -2277 -3404; 174 236 148
-883 -2349 -3205; 347 239 149
-991 -2354 -3038; 532 241 153
-999 -2320 -3141; 506 249 152
-1057 -2207 -3234; 305 253 148
-1097 -2063 -3272; 168 252 144
-887 -2058 -3244; 144 252 134
-775 -2005 -3333; 145 251 122
-685 -1952 -3302; 152 247 114
-714 -2027 -3274; 136 251 104
-832 -2019 -3317; 98 250 92
-924 -2051 -3178; 79 252 86
-980 -2158 -3026; 78 256 82
-969 -2143 -3031; 0 258 74
-896 -1971 -3210; -43 263 69
-631 -1853 -3338; 12 263 65
-510 -1839 -3453; 36 263 54
-453 -1817 -3588; -47 258 46
-675 -1811 -3504; -162 250 40
-874 -1962 -3385; -210 242 29
-951 -2075 -3220; -179 232 18
-844 -2016 -3173; -114 228 13
-683 -1956 -3329; -108 229 10
-689 -1750 -3576; -160 228 6
-700 -1592 -3654; -161 221 2
-575 -1669 -3579; -92 212 -11
-408 -1725 -3559; 6 197 -30
-376 -1683 -3498; 55 177 -37
-168 -1644 -4152; -60 165 -48
-190 -1764 -3765; -346 127 -70
-243 -1789 -3923; -334 106 -75
-206 -1733 -3936; -140 97 -74
-117 -1803 -3643; -84 50 -93
40 -1737 -3817; -59 36 -96
90 -1874 -3764; 46 28 -95
100 -1961 -3502; 89 -6 -102
57 -1697 -3663; 3 -17 -99
-124 -1426 -3883; -155 -19 -98
-119 -1620 -3654; -202 -45 -109
-78 -1844 -3464; -56 -61 -115
-87 -1882 -3521; 88 -55 -113
-66 -1953 -3503; 152 -63 -111
-110 -1913 -3440; 124 -74 -107
-134 -1926 -3618; 31 -67 -103
-87 -2034 -3478; -3 -67 -98
-80 -2033 -3448; -40 -73 -88
-64 -2009 -3528; -147 -64 -79
-65 -1958 -3663; -278 -56 -71
-21 -1927 -3674; -293 -56 -59
13 -2080 -3584; -197 -57 -49
29 -2102 -3595; -144 -47 -40
104 -1242 -3383; -104 -33 -24
-141 -2032 -3545; 93 -24 -37
-163 -1856 -3471; 300 -19 -27
31 -1759 -3501; 186 -16 -11
134 -1940 -3661; -27 -4 -36
130 -1697 -3602; -126 -3 -31
124 -1577 -3635; -282 -6 -24
120 -1575 -3852; -507 1 -42
28 -1436 -3910; -666 -2 -48
154 -1423 -3835; -705 -8 -49
162 -1546 -3795; -686 -5 -62
158 -1693 -3724; -633 1 -68
-31 -1756 -3486; -387 9 -59
-144 -1945 -3227; -37 27 -51
-252 -2070 -3197; 143 61 -40
-121 -2043 -3185; 208 94 -18
117 -1860 -3466; -69 123 6
178 -1818 -3755; -439 144 19
62 -1566 -4026; -625 168 34
-53 -1432 -4127; -625 193 58
24 -1334 -3968; -518 204 75
80 -1371 -3904; -299 213 92
104 -1577 -3760; 105 234 108
-11 -1758 -3689; 522 254 122
-6 -1890 -3664; 768 267 139
86 -1926 -3689; 808 279 153
123 -1862 -3792; 751 283 164
83 -1754 -3768; 701 277 173
153 -1745 -3730; 671 272 181
177 -1749 -3810; 612 268 183
239 -1795 -3817; 452 255 184
171 -1776 -3846; 198 232 183
161 -1809 -3848; -46 207 181
-13 -1984 -3717; -76 134 193
-53 -1907 -3738; 60 112 202
80 -1835 -3671; 196 88 207
205 -1866 -3668; 274 70 210
258 -1834 -3764; 136 46 215
264 -1730 -3801; -236 16 216
359 -1675 -3898; -585 -13 215
287 -1572 -3897; -775 -35 218
197 -1539 -3800; -779 -55 220
155 -1512 -3636; -632 -75 219
178 -1496 -3677; -448 -81 219
214 -1553 -3760; -255 -77 220
183 -1496 -3635; -92 -81 220
214 -1398 -3627; -21 -78 219
206 -1417 -3722; 33 -70 212
148 -1399 -3851; 173 -64 209
151 -1541 -3804; 333 -59 206
111 -1687 -3818; 376 -52 197
3 -1725 -3930; 299 -44 189
30 -1765 -3922; 226 -40 186
-55 -1754 -3886; 237 -40 178
-120 -1697 -3870; 365 -34 170
-106 -1683 -3708; 547 -27 165
-77 -1677 -3579; 622 -20 153
-113 -1671 -3563; 564 -11 140
-97 -1669 -3471; 460 -7 125
-79 -1737 -3423; 392 4 107
-59 -1859 -3279; 378 15 91
-88 -1771 -3225; 357 25 80
-101 -1799 -3308; 345 37 63
-156 -1867 -3356; 378 45 47
-198 -1914 -3375; 371 51 37
-145 -2035 -3380; 250 53 21
-194 -2033 -3502; -12 52 7
-136 -1945 -3616; -332 47 -3
43 -1841 -3730; -549 43 -15
70 -1718 -3960; -508 39 -23
136 -1677 -4084; -309 42 -31
499 -1607 -4115; -175 40 -42
515 -1486 -4120; -211 33 -49
336 -1587 -4139; -236 21 -67
267 -1608 -4069; -126 18 -73
209 -1740 -3927; 137 20 -71
110 -1887 -3784; 350 14 -70
-44 -1949 -3706; 423 9 -69
-157 -2045 -3662; 407 6 -61
-169 -2089 -3659; 312 -1 -52
-222 -2087 -3642; 161 -11 -42
-133 -2133 -3633; -12 -19 -29
-141 -2053 -3615; -191 -28 -15
-165 -1909 -3671; -353 -35 -7
-65 -1790 -3685; -446 -38 -1
-80 -1640 -3771; -432 -38 4
-71 -1573 -3808; -323 -33 6
1 -1577 -3853; -205 -28 5
64 -1517 -3929; -128 -27 2
28 -1475 -3996; -62 -28 1
76 -1525 -3965; 57 -27 0
57 -1555 -3904; 236 -26 2
63 -1660 -3713; 387 -25 6
19 -1596 -3646; 421 -25 6
-17 -1667 -3611; 367 -24 9
-96 -1673 -3638; 344 -19 13
-54 -2918 -2577; 345 -17 15
-381 -3022 -2010; -236 -25 8
-335 -2208 -3117; -1328 -15 18
-120 -1312 -3962; -2057 -4 34
125 -1051 -4640; -2159 -10 22
203 -582 -4664; -1826 -22 -1
-21 -842 -4304; -1203 -35 -19
193 -947 -4103; -768 -40 -44
-50 -537 -3880; -381 -43 -56
-21 -75 -4259; 177 -37 -68
-20 -471 -4389; 1082 -26 -83
6 -1083 -4063; 1914 -20 -98
-79 -1582 -3647; 2368 -22 -103
-148 -1947 -3334; 2451 -25 -95
-216 -2284 -3195; 2236 -21 -88
-306 -2416 -3176; 1865 -20 -78
-371 -2401 -3269; 1498 -20 -67
-257 -2429 -3294; 1190 -23 -58
-199 -2373 -3332; 919 -29 -51
-161 -2262 -3456; 655 -36 -50
-120 -2279 -3321; 396 -48 -56
-253 -2250 -3239; 190 -54 -63
-225 -2101 -3405; 24 -55 -68
-13 -1691 -3459; -183 -67 -78
71 -699 -3094; -290 -74 -95
-70 -881 -3157; -71 -60 -120
11 -2599 -3764; 332 -35 -154
71 -2753 -3872; 388 -34 -155
-32 -2450 -3917; 94 -48 -149
-199 -1744 -4179; -118 -58 -137
197 -1752 -3906; -21 -67 -123
424 -2068 -3551; 159 -69 -126
189 -2145 -3565; -58 -84 -137
44 -2151 -3538; -401 -100 -137
50 -2134 -3570; -443 -92 -128
114 -2205 -3248; -350 -88 -122
226 -2036 -3279; -451 -87 -111
158 -2103 -3312; -568 -78 -103
51 -1944 -3573; -630 -72 -96
76 -2017 -3864; -682 -64 -85
27 -2120 -3867; -717 -66 -69
-81 -2144 -3741; -720 -71 -37
-79 -2007 -3767; -701 -74 -19
-100 -1655 -3848; -643 -81 3
-97 -1504 -3881; -548 -93 23
-65 -1398 -3720; -408 -108 27
-41 -1367 -3754; -275 -113 28
3 -1422 -3678; -222 -111 29
-131 -1432 -3950; -164 -99 33
-82 -1739 -4069; 174 -86 34
-409 -694 -4405; 196 -84 24
-916 -1362 -4406; 474 -65 13
492 -1815 -2637; 1864 -88 -23
-183 -1580 -2478; 3232 -57 -2
800 -946 -2484; 1916 -13 -9
435 -2228 -2026; 1378 1 -123
-96 -1608 -3231; 707 11 -153
-295 -2157 -3929; 293 36 -182
-847 -2459 -4053; 221 40 -196
-380 -2755 -3603; 293 45 -216
309 -679 -5308; 266 19 -240
-1651 -1893 -4971; 166 -145 -344
-498 -2805 -1473; 262 -340 -374
2120 -665 -3475; 493 -97 -245
1115 -3609 -2888; -159 -172 -376
892 -2904 -2859; -558 -351 -360
559 -3491 -3725; -545 -306 -267
134 -3427 -3909; 45 -252 -216
-298 -3054 -3908; 475 -257 -153
-550 -2782 -3720; 579 -263 -77
-275 -2030 -3274; 620 -259 5
-113 -2122 -2834; 558 -234 41
54 -2030 -2883; 358 -187 75
-131 -1832 -2711; 103 -152 120
13 -2218 -2553; -299 -122 116
-117 -2216 -3119; -513 -56 135
-185 -2062 -3304; -469 -2 153
-328 -2002 -3250; -282 30 140
-223 -1908 -3357; -77 75 127
-220 -1687 -3547; -3 101 108
-30 -2091 -4467; -40 99 72
-456 -1361 -3512; -211 49 47
-160 -1796 -4255; -140 49 3
-271 -1978 -4187; -84 -1 -33
-235 -1382 -4295; -13 -76 -34
-85 -1683 -2540; -54 -134 -107
663 -2513 -2983; -57 -101 -177
827 -1907 -3374; -325 -86 -137
241 -2335 -3114; -705 -150 -179
54 -2282 -3779; -910 -129 -226
347 -1869 -4188; -775 -96 -212
344 -2359 -4105; -513 -99 -220
124 -2633 -3844; -617 -119 -224
81 -2162 -3652; -644 -121 -198
-301 -1538 -4281; -749 -126 -195
-145 -2026 -3391; -477 -149 -197
251 -1929 -2964; -194 -162 -181
-399 -850 -3738; -167 -148 -160
-266 -2314 -3459; 374 -147 -171
-99 -1622 -4005; 418 -156 -169
-645 -2969 -3836; 323 -166 -151
-943 -2647 -4794; 518 -225 -147
-2556 -2627 -6317; 746 -298 -99
-1670 -833 -3650; 1609 -439 -20
-520 -162 -547; 1956 -479 -52
2620 1235 -1769; 1406 -233 -228
1523 -941 -261; -466 -215 -399
834 -2803 -1953; -857 -204 -396
789 -3683 -3739; -394 -44 -347
595 -4644 -4932; 8 38 -389
263 -3578 -4785; 536 61 -330
118 -2722 -3991; 578 56 -279
31 -2778 -3560; 321 80 -283
-184 -2503 -3793; 317 98 -193
-724 -2279 -3943; 198 45 -78
-85 -2156 -2531; -79 -57 6
-75 -1309 -3115; -250 -42 102
-240 -1747 -3565; -378 -46 127
-232 -2318 -3300; -416 -113 143
-268 -1921 -3688; -154 -95 240
-265 -2387 -3871; -78 -92 236
-228 -2469 -3810; -41 -103 228
-217 -2058 -3706; -35 -89 247
115 -2158 -4779; -104 -86 211
-743 -2057 -2831; -232 -160 171
-3 -1064 -3548; -153 -116 159
-170 -1070 -3994; -142 -88 74
-588 131 -4318; -228 -172 -7
-22 -2038 -1676; -293 -205 -82
1118 -758 -4842; -345 -66 -76
567 -2508 -2226; 123 -117 -120
253 -1873 -2576; -305 -153 -195
239 -922 -4101; -929 -22 -218
77 -1960 -3697; -835 -37 -252
-295 -1906 -4620; -818 -31 -248
-293 -2276 -5118; -270 -12 -226
-1017 -2305 -4394; 450 -43 -191
-821 -2247 -4053; 216 -65 -148
-441 -1921 -3143; -440 -79 -128
-135 -1390 -3861; -1007 -81 -105
-706 -391 -4966; -1173 -118 -62
-33 -1511 -2872; -288 -219 -92
-220 -1757 -3507; -117 -228 -137
141 -1401 -3872; 135 -147 -109
286 -1903 -3677; 156 -185 -126
286 -2644 -3626; 345 -186 -162
311 -2599 -3761; 815 -154 -120
278 -2736 -3670; 1030 -132 -83
320 -2344 -3239; 1100 -117 -41
219 -1904 -2570; 968 -80 8
424 -1418 -2932; 433 -24 30
-21 -1651 -3215; -321 3 39
-223 -1544 -3397; -372 24 93
-192 -1540 -3824; -260 62 107
-261 -1811 -4481; -119 77 88
-499 -1737 -4364; -50 47 88
-411 -1953 -4089; -32 -4 78
-327 -1418 -4379; 187 3 81
-598 -1502 -2597; 189 -46 32
-158 -881 -3818; 343 3 -4
7 -1374 -3076; 16 -5 -40
456 -2047 -3048; -432 -47 -112
328 -2294 -3392; -829 -8 -109
364 -2193 -3739; -996 12 -121
138 -1711 -4620; -972 28 -127
-339 -2054 -4654; -672 8 -130
-671 -1696 -4080; -6 -25 -87
-1220 -529 -5555; 12 -43 -73
623 -3564 -2144; 270 -113 -58
-601 -339 -4624; 414 -78 99
-175 -1321 -1358; 1694 -8 90
862 -1054 -2465; 1636 -8 -29
136 -619 -2434; 323 48 -8
-230 -2200 -3863; -96 20 -55
-582 -1895 -4934; -63 93 -51
-493 -2868 -5079; 206 75 -79
-474 -3050 -4931; 337 27 -86
-135 -2251 -4650; 227 -49 -60
185 -2054 -3553; 59 -126 -70
199 -1785 -3204; -157 -177 -64
455 -1270 -2763; -199 -221 -26
419 -1502 -3124; -70 -232 -4
317 -2043 -2977; 184 -206 67
27 -996 -4190; 74 -117 68
-293 -2094 -3368; 254 -103 32
-345 -1668 -3536; -1 -88 27
-381 -1079 -3752; 13 -18 79
-525 -1324 -3468; 95 11 33
-422 -1458 -3461; 17 24 -25
-399 -1289 -3995; -57 39 -33
-672 -1899 -4186; -120 0 -69
-434 -2113 -4733; -28 -91 -77
-482 -1141 -5294; 96 -149 -60
-580 -2254 -1737; -99 -269 -125
1760 -1126 -2935; -45 -186 -120
732 -1897 -2885; 159 -104 -97
-101 -2068 -2342; -248 -209 -166
-743 -1532 -4600; -152 -83 -155
-626 -1614 -4246; 0 -56 -152
247 -2144 -3113; -359 -105 -188
167 -923 -3864; -1030 -29 -135
-449 -2168 -3616; -1095 -7 -111
-192 -801 -4337; -790 -43 -134
111 -1964 -2795; -160 -38 -102
227 -1201 -3982; -84 25 -40
-270 -1713 -3914; -257 34 -32
-558 -2058 -4367; -286 -25 -35
-214 -1825 -4263; -73 -54 3
23 -1413 -4218; -40 -58 22
-33 -1643 -4067; 409 -63 22
-182 -1431 -3827; 848 -88 29
60 -1318 -3704; 998 -112 31
130 -1116 -3072; 701 -125 12
198 -1641 -3298; 215 -112 -18
207 -1594 -3546; -70 -90 -24
40 -1736 -3368; 17 -93 -37
-9 -1792 -3645; 29 -71 -64
-216 -1697 -3709; 12 -51 -67
-358 -1569 -3880; -6 -44 -72
-1440 -2327 -3765; -158 -88 -97
-999 -727 -2285; -160 -168 -102
327 -846 -3311; -249 -43 -127
314 -1536 -2491; -620 -9 -184
75 -2518 -3448; -629 -17 -159
137 -2344 -4149; -328 -1 -137
-206 -2212 -4971; -244 -9 -141
-533 -2063 -4779; 66 -35 -117
-119 -2090 -3661; 203 -52 -74
-1672 -2006 -4935; 721 -23 -8
-1065 -1881 -5247; 1169 -102 16
-968 -1328 -1474; 850 -234 31
1876 427 -2565; -145 -173 37
883 -720 -2764; -281 7 -56
-91 -2340 -3442; -543 -102 -130
86 -1983 -4820; -658 -93 -77
138 -2148 -5185; -372 -58 -83
-186 -2707 -5120; 193 -78 -116
-175 -2234 -4313; 538 -102 -87
182 -1710 -3999; 506 -126 -55
-7 -1503 -2717; 465 -163 -40
175 -1194 -2816; 355 -138 -8
211 -989 -2610; 145 -128 29
-11 -1148 -2846; -268 -130 33
-11 -1365 -3411; -335 -81 37
-397 -1458 -3909; -86 -22 47
-524 -1817 -4077; 56 6 21
-549 -1810 -4113; 101 28 12
-581 -1592 -3977; 102 43 6
-353 -1408 -4974; 104 46 -22
-655 -1727 -4098; 29 -4 -57
-316 -1599 -4608; 41 -69 -75
-358 -1177 -4744; 143 -104 -77
279 -3116 -2055; 146 -182 -110
1133 -935 -3216; 105 -119 -28
511 -1493 -3660; -401 -126 -43
47 -2208 -3290; -992 -235 -128
-459 -1271 -4151; -736 -172 -31
-234 -611 -4125; -784 -143 -40
-309 -1430 -3460; -566 -113 -87
86 -1782 -3745; -650 -62 -76
-8 -1857 -3704; -828 -33 -54
-37 -1195 -3588; -848 -18 -31
-336 -969 -3401; -814 0 -68
-449 -534 -3554; -840 26 -94
-367 -631 -3788; -1081 27 -100
-840 -1659 -4003; -780 11 -118
-386 -832 -4491; -184 -7 -121
-581 -2360 -5021; -190 -34 -140
-457 -2156 -4278; 191 -103 -101
159 -1450 -4062; 492 -120 -41
506 -1417 -3297; 684 -113 -34
111 -845 -3764; 411 -137 -35
-282 -682 -4165; 114 -161 -27
-205 -1092 -4002; 12 -193 -21
-299 -666 -4724; 126 -182 -8
-405 -1742 -3648; 950 -158 -6
-471 -1380 -3937; 1230 -144 0
-794 -1121 -3939; 1419 -140 2
-747 -1747 -3997; 1317 -181 -35
365 -1865 -4254; 1069 -217 -2
-127 -952 -2455; 957 -174 20
664 -326 -1855; 152 -153 -108
543 -1156 -2849; -583 -59 -201
-85 -1773 -3533; -367 -44 -165
42 -2361 -4010; 39 -8 -176
124 -2256 -4443; 401 52 -183
105 -2155 -4040; 649 67 -161
142 -2083 -3918; 653 79 -136
183 -1733 -3751; 429 95 -105
-46 -1569 -3627; -84 66 -87
-635 -1475 -3736; -47 44 -25
-418 -1155 -4036; -123 48 20
-337 -1408 -4009; -269 18 33
-344 -1597 -4129; -1 -2 53
-330 -1678 -4044; 74 -27 58
-203 -1786 -4075; 101 -53 62
-168 -1705 -4019; 80 -77 67
-97 -1617 -3862; 39 -98 59
-179 -1271 -4208; -1 -125 41
-477 -2013 -3563; -87 -220 5
-177 -509 -4470; 142 -194 25
-832 -1193 -2072; 41 -248 -61
256 -2156 -2528; -42 -224 -100
593 -888 -4559; 96 -113 -7
266 -2265 -2549; 99 -212 -81
169 -1382 -3660; -99 -138 -111
-99 -1028 -3973; -217 -39 -71
-163 -1288 -4087; -361 -39 -98
-824 -1642 -4477; -67 -5 -95
-1326 -894 -4607; -51 -8 -90
180 -2201 -2759; -450 -68 -142
-335 -1348 -3567; -245 17 -94
-409 -1384 -3912; -207 17 -104
56 -1382 -3489; -382 -35 -137
273 -1396 -3713; -291 -10 -96
188 -1708 -3789; 14 -2 -76
216 -1810 -4089; -285 -3 -88
169 -1767 -3932; -267 -34 -61
-143 -1039 -4805; -59 -39 -35
-299 -1415 -4062; 463 -78 -60
-221 -2014 -3140; 871 -101 -60
136 -1285 -3938; 775 -50 8
22 -1430 -3593; 463 -86 -1
-62 -1547 -3212; 137 -122 -18
-44 -1242 -3680; 117 -74 19
-186 -1477 -3621; 83 -55 17
-269 -1653 -3673; -10 -51 10
-314 -1566 -3863; -52 -27 20
-120 -1108 -5570; -23 -14 16
-768 -1881 -4320; -130 -74 -17
-429 -418 -4372; 53 -111 -16
-572 -1561 -1710; 44 -95 -72
247 -728 -3860; -386 12 -122
178 -759 -3482; -598 2 -118
68 -1944 -4293; -552 -54 -182
-71 -2253 -4100; 73 -11 -187
-198 -1774 -4915; 118 -8 -180
-1162 -1413 -4304; -36 -63 -186
-261 -1771 -4815; 596 -101 -178
-1066 -2196 -5116; 1497 -53 -102
-2279 -712 -2050; 1547 -204 -31
1323 -32 -1817; 188 -233 -128
1294 -160 -3271; -558 -22 -137
-154 -2045 -2733; -319 -72 -107
-83 -2804 -4289; -232 -48 -139
189 -2314 -5180; -235 28 -116
96 -2211 -4751; -112 -6 -80
-3 -2229 -4607; 319 -24 -46
36 -1882 -4318; 648 -30 -3
-129 -1326 -2928; 550 -80 29
-64 -764 -3737; 13 -64 61
-155 -1099 -3393; -402 -92 74
-163 -901 -3163; -238 -120 119
-129 -1107 -3575; -103 -81 108
-216 -1498 -3661; -37 -67 71
-341 -1488 -3832; 64 -59 72
-417 -1596 -3997; 92 -40 51
-556 -1525 -4750; 70 -46 13
-1003 -1819 -3206; -37 -160 -22
-49 -662 -4436; 163 -132 -13
5 -2788 -1245; 36 -139 -115
614 -224 -3234; -170 -62 -116
-118 -884 -4559; -748 -10 -109
-602 -2477 -3732; -1011 -170 -248
-443 -2123 -3548; -1033 -132 -135
451 -972 -3153; -1497 -63 -139
-228 -1421 -3880; -1192 21 -127
-189 -3293 -2649; -536 1 -118
-314 -383 -4083; -534 59 1
-789 720 -4891; -289 95 -3
-852 -586 -3984; 284 52 -104
-452 -281 -4814; 555 67 -72
141 -1566 -4254; 991 77 -45
320 -1772 -4045; 629 -3 -91
485 -1711 -4427; 786 -6 -69
206 -1734 -3984; 1124 -70 -58
228 -1980 -3442; 985 -123 -75
360 -1802 -3357; 705 -129 -36
127 -1272 -3772; 185 -137 -7
-87 -1431 -3533; -220 -178 -26
-285 -1235 -3750; -104 -162 -2
-466 -1266 -3916; -12 -134 -3
-568 -1396 -4196; 42 -122 -16
-709 -1456 -4892; 25 -143 -19
-729 -1218 -4779; -79 -246 -32
-1148 -1984 -1697; 149 -246 -31
739 -793 -540; 203 -200 -64
293 -1084 -3087; 142 29 -77
-367 -1523 -2528; -828 -100 -157
-5 -1588 -4155; -1335 -50 -150
38 -1123 -4715; -894 59 -128
-1379 -1770 -5423; 111 72 -129
-1839 -2896 -4697; 1643 99 -52
-1293 -4841 -4745; 1872 125 -39
288 -702 -2184; -235 -22 53
2085 1074 -6607; -708 63 131
-570 -1486 -1248; 125 -117 1
-279 -167 -1279; -406 -171 -108
205 -548 -3966; -370 152 60
-96 -1668 -3885; -29 -26 -43
-197 -2371 -4933; 649 -52 -34
6 -2526 -4979; 1092 -25 -18
243 -1883 -4167; 1105 -64 -7
612 -821 -3501; 685 -77 -19
-272 -1814 -3717; -222 -73 -75
-452 -1257 -3571; -499 -101 -23
-303 -840 -3367; -349 -106 19
-174 -1184 -3447; -198 -81 -44
-254 -1221 -3480; 114 -55 -51
-316 -1462 -3598; 210 -43 -54
-283 -1820 -3861; 139 -30 -79
-314 -1879 -4011; 156 -22 -77
786 -699 -7198; 132 -27 -66
-622 -2320 -4318; -174 -197 -111
-200 -1150 -5180; -6 -180 -48
186 -318 -460; -339 -274 -91
1920 -2175 -4840; -920 -134 -46
-809 -484 -2716; -540 114 -48
-1349 -443 -4166; -440 -137 -91
-82 -970 -4017; -345 -8 -102
-717 -967 -4792; 210 55 -81
-1163 -1246 -5213; 582 49 -72
254 -972 -5872; 115 -44 -138
107 -2466 -3437; 480 -111 -96
