-959 -2876 -2660; 120 -26 -41
-554 -4103 483; 1304 -95 76
-564 -3846 576; 1346 -98 89
-605 -3772 623; 1341 -105 90
-417 -3645 818; 1273 -110 85
-438 -3692 897; 1134 -111 76
-398 -3911 930; 1034 -112 63
-366 -4087 1301; 1073 -110 61
-532 -4128 1245; 929 -99 55
-1032 -4158 1282; 592 -86 69
-621 -3887 1398; 458 -81 68
-579 -4483 1500; 626 -57 61
-769 -4127 1798; 1081 -19 90
-536 -4050 2014; 1434 16 102
-507 -4240 2014; 1619 54 95
-485 -3861 1823; 1697 97 124
-546 -3709 1644; 1644 128 133
-360 -3350 1426; 1422 146 119
-548 -2870 691; 949 152 103
-644 -3098 287; 376 123 69
-532 -3256 372; -96 80 50
-630 -3318 739; -335 47 44
-626 -3568 948; -319 31 27
-577 -3803 1348; -162 17 21
-740 -3790 1648; 26 3 32
-985 -3799 1765; 215 12 47
-600 -4481 2375; 380 32 66
-592 -4236 2346; 421 65 116
-584 -4437 2945; 373 114 156
-550 -4135 2960; 245 190 208
-646 -5031 2605; 87 251 242
-995 -3243 1105; -444 284 316
-968 -2116 -158; -905 254 334
-512 -2993 24; -1132 183 274
-522 -3490 -33; -697 168 282
-1188 -3667 86; -340 143 299
-1102 -3930 637; -171 62 256
-857 -3648 719; -132 7 248
-966 -3533 946; -344 -42 213
-714 -3396 1218; -327 -109 146
-999 -3382 1481; -189 -150 90
-1105 -3541 1454; -45 -159 59
-800 -3595 1377; 7 -156 6
-796 -3671 1399; 42 -149 -67
-922 -3785 1407; 126 -148 -118
-801 -3994 1400; 209 -151 -153
-669 -4024 1400; 203 -145 -183
-560 -3930 1476; 93 -132 -204
-653 -3857 1451; 7 -114 -213
-467 -3901 1505; 24 -93 -215
-534 -3772 1326; 94 -74 -198
-457 -4024 1401; 155 -58 -181
-562 -4085 1282; 157 -59 -181
-770 -4152 1249; 168 -48 -148
-816 -3995 1178; 104 -36 -96
-616 -3920 1282; 62 -33 -66
-814 -3986 1332; 156 -29 -49
-755 -4060 1280; 282 -17 -28
-746 -3863 1340; 266 -13 5
-779 -3784 1166; 250 -22 16
-865 -3983 1114; 237 -13 8
-843 -3868 1358; 236 -13 12
-863 -3582 1402; 229 -37 14
-816 -3578 1296; 247 -46 -5
-611 -3600 1212; 218 -44 -34
-787 -3513 1306; 126 -55 -54
-920 -3510 1276; 117 -68 -76
-834 -3652 1304; 227 -74 -108
-833 -3748 1285; 339 -89 -131
-1068 -3775 1304; 402 -99 -146
-944 -3776 1318; 386 -99 -164
-824 -3719 1373; 288 -107 -173
-831 -3650 1456; 226 -127 -179
-800 -3631 1433; 227 -136 -184
-487 -3757 1385; 236 -136 -182
-674 -3731 1402; 200 -136 -172
-771 -3821 1392; 186 -143 -164
-704 -3820 1444; 205 -148 -155
-770 -3711 1316; 236 -139 -138
-957 -3686 1141; 264 -125 -118
-933 -3714 1064; 224 -129 -94
-934 -3840 1074; 163 -143 -62
-805 -3840 1181; 93 -147 -18
-609 -3900 1498; -2 -137 38
-507 -3978 1679; -36 -121 91
-614 -3972 1659; 40 -103 147
-562 -3915 1570; 86 -93 214
-547 -3903 1553; 72 -85 280
-706 -3935 1462; 40 -65 337
-834 -3881 1344; -13 -51 388
-640 -3795 1373; -71 -48 421
-766 -3745 1425; -119 -45 443
-832 -3740 1553; -147 -31 456
-726 -3662 1729; -131 -20 453
-820 -3728 1782; -88 -23 441
-1003 -3746 1839; -78 -33 422
-788 -3698 1862; -132 -52 373
-900 -3693 1802; -225 -77 294
-900 -3620 1613; -280 -111 191
-895 -3667 1612; -295 -166 52
-889 -3501 1677; -330 -234 -107
-985 -3452 1712; -384 -309 -292
-862 -3892 1638; -461 -386 -536
-922 -4672 1665; -592 -497 -817
-1009 -4799 1676; -849 -637 -1129
-947 -4350 1607; -980 -781 -1481
-439 -3288 1220; -731 -894 -1836
-795 -2233 594; -217 -987 -2207
-919 -1972 515; 246 -1093 -2616
-223 -2033 786; 484 -1227 -2989
280 -1963 1424; 653 -1358 -3237
389 -2286 1780; 926 -1405 -3359
235 -3439 1960; 1192 -1328 -3317
-722 -3127 1287; 1380 -1131 -2942
-1386 -3216 2411; 1720 -897 -2365
-200 -5717 3797; 1989 -643 -1813
-85 -7455 2815; 1794 -217 -1037
-567 -5422 2504; 1107 395 241
801 -4937 3129; 661 985 1512
1289 -5032 1836; 418 1583 2584
875 -5469 -25; 231 2138 3573
767 -5068 -963; 246 2574 4547
1073 -4155 -1158; 269 2907 5422
104 -4102 -128; 168 3139 5980
-787 -2828 873; -87 3256 6225
-3142 -2417 2242; -262 3226 6181
-3381 -2655 3476; -850 3104 5989
-3460 886 2388; -1644 2833 5726
-2249 1922 728; -2553 2231 4764
-2658 371 -120; -2593 1446 3163
-2568 -787 77; -1815 750 1542
-1381 17 13; -1115 277 302
-468 1559 45; -204 -61 -860
258 1255 316; 875 -478 -2321
996 8 1206; 1355 -1058 -3927
2484 -1347 1586; 1077 -1672 -5291
3512 -2874 2069; 685 -2201 -6297
4251 -6835 2431; 646 -2546 -7004
4019 -9814 4293; 1038 -2770 -7301
4757 -9449 4395; 1476 -2916 -7150
4846 -8447 5641; 1842 -3061 -6881
3972 -7190 4562; 2083 -3196 -6594
1901 -8564 4072; 2208 -3173 -6103
84 -8625 2127; 1698 -2966 -5109
-767 -7342 1146; 776 -2500 -3731
-1723 -5359 498; 185 -1810 -2208
-2171 -4661 1615; -68 -1012 -687
-1553 -6364 2234; 9 -333 556
-1402 -6788 1654; -241 305 1773
-1001 -6816 2086; -649 1005 3073
-949 -6637 1530; -653 1764 4361
-1199 -5149 1268; -185 2486 5581
-768 -3620 986; 307 3093 6509
-1002 -1891 847; 714 3567 7062
-933 -259 882; 844 3913 7295
-794 -217 521; 854 4162 7279
-1098 -636 599; 267 4219 7115
-1940 2358 204; -934 3962 6875
-3061 2818 570; -2323 3403 6145
-3143 713 977; -3092 2572 4794
-3510 -1456 876; -2764 1583 3199
-2394 -2302 508; -2101 808 1953
-1140 -630 30; -1142 302 845
376 -1314 20; 85 -257 -621
1519 -1782 362; 596 -951 -2284
2541 -1578 965; 480 -1668 -3776
3738 -2304 1497; 174 -2306 -5027
4494 -4240 2018; 5 -2842 -6105
4621 -7540 3098; 330 -3242 -6931
4481 -9813 4565; 785 -3493 -7339
4133 -10779 6675; 1278 -3613 -7314
3626 -8913 6762; 1644 -3671 -7050
3792 -6797 5833; 1788 -3735 -6799
1972 -9239 4583; 1650 -3747 -6528
-1071 -8431 2512; 1064 -3540 -5776
-3177 -4901 1521; 215 -2985 -4507
-3991 -3377 1580; -92 -2227 -3197
-4609 -3120 1637; 46 -1424 -1868
-4540 -4012 1657; 117 -693 -598
-4248 -6229 1603; 5 31 613
-3244 -8023 2227; -271 837 1911
-2233 -8009 2012; -498 1639 3254
-1193 -6279 1172; -387 2399 4593
-529 -5189 818; 114 3057 5689
-443 -4213 794; 713 3637 6516
656 -3273 893; 1208 4165 7133
1404 -1168 1066; 1817 4596 7504
456 348 993; 2001 4965 7523
-506 -562 70; 1257 5034 7077
-1826 -570 -13; -319 4704 6688
-2214 2867 -191; -2677 4096 6366
-2373 205 -416; -3474 3120 5312
-3097 -2255 -10; -3425 2010 3903
-3496 -2282 -519; -3320 1114 2691
-2439 -1665 -258; -1983 410 1436
-1645 -1811 51; -170 -236 56
-539 -1781 408; 439 -941 -1441
1181 -1665 1251; 331 -1677 -2918
3035 -2514 1807; 34 -2285 -4240
3834 -3861 1922; -293 -2693 -5324
3854 -4454 2784; -276 -2945 -6131
3859 -6343 4418; 206 -3063 -6730
3124 -8864 5337; 935 -3085 -7038
1828 -10113 6657; 1552 -3096 -6976
1798 -9579 5508; 1422 -3036 -6701
611 -7390 5586; 1265 -2986 -6277
-219 -5316 4207; 1288 -2817 -5753
-2181 -4673 2058; 1116 -2311 -4975
-3434 -3764 977; 803 -1685 -3912
-4176 -3806 784; 538 -1042 -2711
-4523 -3611 1031; 292 -366 -1452
-3705 -5663 1744; 279 264 -304
-3345 -8129 1718; 165 911 854
-2195 -8729 1552; -7 1616 2112
-1567 -7414 1477; 175 2286 3396
-1098 -5588 239; 638 2908 4526
167 -3473 271; 1340 3371 5399
101 -2570 -357; 1670 3742 5982
598 116 -759; 1840 4072 6352
-395 2230 -1180; 1482 4264 6408
-646 -70 -422; 401 4108 6100
-2407 -229 3477; -728 3849 5881
-3642 2489 -2235; -639 3694 5612
-3407 -3529 1222; -1396 2807 4429
-3631 -4024 1001; -1436 1842 3293
-3229 -2942 2025; -966 1080 2204
-2628 -2664 1842; -214 526 1069
-1339 -1477 1563; 393 -46 -124
279 -573 1827; 559 -787 -1438
1375 -1370 2536; 318 -1565 -2835
2538 -2059 3065; -137 -2226 -4078
3167 -2983 2930; -309 -2692 -5085
3189 -4497 3256; -9 -3010 -5888
3361 -7066 4270; 413 -3243 -6475
2703 -8376 5437; 734 -3406 -6762
1687 -7481 5858; 1153 -3537 -6780
881 -8560 6261; 1623 -3615 -6755
-353 -5491 3958; 1588 -3554 -6438
-2426 -4356 3335; 1253 -3434 -5966
-3786 -2363 1328; 793 -3224 -5332
-4683 -1040 401; 367 -2753 -4421
-4936 -3754 969; 205 -2123 -3427
-5194 -4393 836; 2 -1395 -2206
-4317 -5444 1582; -13 -666 -857
-3627 -6398 1622; 81 67 467
-2791 -6703 650; 25 829 1760
-1653 -6616 242; -121 1595 3046
-444 -6181 -174; 88 2303 4252
461 -4983 108; 556 2984 5353
1055 -3741 1367; 1047 3606 6184
863 -3360 2186; 1351 4156 6647
77 -2719 3075; 1402 4604 6838
-215 -2528 3419; 1072 4890 6842
-1290 -2829 2464; 417 4925 6710
-1788 -6 1710; -857 4532 6349
-2223 -461 979; -1623 3912 5590
-2435 -2559 1518; -1333 3052 4367
-2453 -1979 1805; -1078 2146 3129
-2333 -1306 1359; -794 1357 1922
-1477 -816 969; -143 570 605
-72 -801 1203; 292 -343 -802
1211 -722 1934; 248 -1305 -2231
2455 -1145 3014; -45 -2179 -3606
3186 -3494 3089; -113 -2861 -4813
3368 -5831 3870; -29 -3379 -5670
3536 -7262 5092; 141 -3756 -6176
3086 -8577 6677; 493 -3989 -6454
2175 -8258 6228; 828 -4111 -6528
1274 -7197 6065; 1171 -4193 -6399
-99 -5520 4406; 1290 -4130 -6066
-1592 -5211 3641; 1188 -3912 -5577
-3216 -3742 2526; 692 -3556 -4798
-3998 -2067 1188; 82 -2955 -3757
-4984 -1677 1289; -77 -2165 -2617
-4967 -3575 1602; 29 -1334 -1504
-4568 -5331 1920; 70 -500 -312
-3926 -6980 2039; 121 296 913
-2938 -7357 1910; 146 1105 2143
-1621 -6305 996; 440 1986 3382
-703 -4359 896; 1054 2845 4486
-758 -3194 589; 1626 3592 5306
-554 -2622 1917; 2012 4204 5854
230 -2542 3209; 2157 4741 6182
48 -831 1733; 1955 5202 6283
-796 -2381 898; 1163 5308 6048
-1706 -3403 1997; -55 5027 5812
-2678 1186 105; -1330 4613 5669
-3512 -706 468; -1439 3869 4883
-3532 -3457 1115; -1087 2824 3710
-3025 -3222 1748; -1197 1813 2675
-2332 -1505 1713; -1217 895 1664
-1585 -1695 1464; -588 27 442
-94 -1777 1568; -66 -864 -895
1041 -1502 2172; -201 -1783 -2174
2237 -1445 3483; -509 -2600 -3370
2965 -2373 4583; -569 -3198 -4459
3302 -3881 4784; -603 -3574 -5339
1983 -4943 6908; 528 -4089 -6602
897 -6461 7714; 1086 -4125 -6697
-609 -4532 5019; 1449 -3925 -6404
-2588 -2640 2789; 1643 -3631 -5759
-2457 -4271 3673; 1702 -3425 -5162
-3534 -5556 2146; 1612 -2969 -4287
-4575 -4370 844; 858 -2218 -3042
-4577 -5242 1888; 488 -1476 -1831
-3992 -6145 1182; 234 -607 -597
-3525 -7403 1256; 0 258 667
-1987 -8409 1004; 36 1066 1939
-333 -7642 55; 374 1929 3252
23 -5664 -546; 893 2750 4425
-235 -5787 2801; 1265 3423 5282
601 -2918 2869; 1603 4119 5907
885 -3040 3128; 1017 4742 6194
-80 -1146 2899; 814 5011 6247
-1251 -1777 1984; 123 5052 6041
-2834 664 1804; -723 4772 5822
-2744 2396 880; -1116 4272 5388
-2376 -622 1391; -697 3483 4295
-2365 -630 771; -863 2598 3089
-2719 371 197; -1447 1677 1971
-2264 -246 924; -1265 655 705
-699 -851 1603; -850 -397 -635
1118 -1203 2367; -546 -1395 -1949
2654 -1566 3267; -216 -2256 -3206
3857 -2582 4558; 72 -2952 -4329
4048 -3441 5408; 91 -3500 -5210
3935 -3845 6229; -11 -3890 -5815
3955 -4526 6613; -50 -4109 -6197
2357 -5097 6723; -106 -4193 -6371
465 -5983 7345; 103 -4128 -6341
-635 -4876 5853; 169 -3884 -5986
-1563 -6807 5706; 352 -3550 -5516
